"id","directors"
3374,"nm0400958"
3374,"nm0534084"
4976,"nm0408076"
396,"nm0000431"
3766,"nm0023929"
3845,"nm0000570"
5896,"nm0742034"
3901,"nm0001361"
3911,"nm0163706"
4269,"nm0688585"
4181,"nm0000230"
4267,"nm0003408"
6046,"nm0089940"
4569,"nm0001587"
4652,"nm0583292"
4789,"nm0000127"
6151,"nm0000118"
6413,"nm0001628"
6441,"nm0001175"
6627,"nm0001175"
6281,"nm0001351"
7,"nm0496746"
3954,"nm0000329"
3954,"nm0005033"
332,"nm0152469"
2903,"nm0000975"
5308,"nm0632856"
563,"nm0742819"
823,"nm0000824"
885,"nm0564319"
1110,"nm0000118"
112,"nm0163706"
1134,"nm0137573"
5137,"nm0891554"
1290,"nm0853546"
5211,"nm0000343"
3440,"nm0088397"
1913,"nm0001490"
2146,"nm0005645"
2175,"nm0000776"
2250,"nm0908890"
2712,"nm0023469"
5586,"nm0000217"
5457,"nm0490611"
3049,"nm0287025"
3064,"nm0142587"
5728,"nm0005348"
3528,"nm0449984"
3627,"nm0322515"
3912,"nm0163706"
3966,"nm0002207"
5985,"nm0442241"
4454,"nm0001566"
4490,"nm0385349"
4518,"nm0523310"
4741,"nm0000142"
4773,"nm0504513"
1152,"nm0859766"
4874,"nm0000985"
6384,"nm0424466"
5375,"nm0541244"
6438,"nm0000484"
6500,"nm0001102"
6500,"nm0000484"
6500,"nm0004306"
6500,"nm0000229"
6534,"nm0467646"
6292,"nm0001837"
6876,"nm0198991"
6877,"nm0000659"
6917,"nm0000095"
42,"nm0001382"
4914,"nm0725379"
4920,"nm0475691"
4920,"nm0856008"
353,"nm0001232"
551,"nm0411477"
701,"nm0000976"
804,"nm0001054"
804,"nm0001053"
830,"nm0000361"
5052,"nm0002044"
905,"nm0000095"
953,"nm0154877"
977,"nm0624102"
977,"nm0000835"
1097,"nm0452607"
1124,"nm0000907"
5142,"nm0001403"
1202,"nm0281507"
1625,"nm0000186"
1669,"nm0006625"
5302,"nm0772259"
1812,"nm0343260"
5273,"nm0001885"
3059,"nm0258226"
2008,"nm0496694"
2017,"nm0957263"
2202,"nm0001102"
2206,"nm0399853"
5524,"nm0826348"
2602,"nm0000229"
2645,"nm0431030"
2746,"nm0002132"
5571,"nm0000814"
3511,"nm0594503"
5582,"nm0423646"
6748,"nm0005033"
5626,"nm0145309"
3333,"nm0957263"
3389,"nm0005196"
5782,"nm0000568"
5793,"nm0001469"
3552,"nm0248054"
3604,"nm0000905"
3604,"nm0873385"
3649,"nm0001466"
3770,"nm0000694"
165,"nm0000180"
3809,"nm0169540"
3828,"nm0000783"
5884,"nm0706296"
3861,"nm0000914"
5900,"nm0742341"
3976,"nm0536299"
2391,"nm0157304"
4100,"nm0007182"
4124,"nm0437596"
3472,"nm0956022"
4194,"nm0000709"
4372,"nm0532702"
4451,"nm0783398"
4479,"nm0000455"
190,"nm0422484"
4564,"nm0484307"
4619,"nm0000165"
4653,"nm0000559"
4669,"nm0000118"
4703,"nm0001129"
4713,"nm0000464"
4723,"nm0001353"
4769,"nm0844358"
6141,"nm0000116"
6331,"nm0001661"
6367,"nm0876227"
6367,"nm0000142"
6417,"nm0000720"
6417,"nm0001878"
6417,"nm0958387"
6430,"nm0279446"
5798,"nm0000583"
6732,"nm0000264"
262,"nm0000217"
555,"nm0000709"
5027,"nm0075859"
5027,"nm0723704"
872,"nm0000416"
5069,"nm0000455"
5099,"nm0783676"
5099,"nm16004151"
5099,"nm0773780"
109,"nm0000277"
1162,"nm0528718"
5134,"nm0000229"
1302,"nm0934578"
1354,"nm0001681"
1400,"nm0935382"
1437,"nm0782384"
1711,"nm0000583"
1782,"nm0001102"
1797,"nm0541677"
1917,"nm0006916"
2016,"nm0826164"
2024,"nm0276169"
5401,"nm0001149"
2648,"nm0957263"
2699,"nm0549658"
5565,"nm0853546"
3898,"nm0000329"
3898,"nm0155179"
2787,"nm0360082"
2855,"nm0000915"
2870,"nm0002199"
2923,"nm0001149"
5609,"nm0776317"
2949,"nm0670262"
5641,"nm0730422"
3011,"nm0001361"
3139,"nm0004306"
3139,"nm0644695"
5725,"nm0236769"
3286,"nm0179278"
3334,"nm0393678"
3505,"nm0002132"
3583,"nm0477035"
3648,"nm0832573"
3712,"nm0001628"
3739,"nm0000142"
3795,"nm0000318"
3893,"nm0661577"
3893,"nm0797526"
3950,"nm0101055"
3952,"nm0001379"
5942,"nm0000095"
5951,"nm0614276"
4022,"nm0181902"
4028,"nm0000041"
4041,"nm0002340"
4046,"nm0004838"
4092,"nm0357891"
4120,"nm0004555"
4182,"nm0000230"
4228,"nm0464846"
4455,"nm0003733"
4458,"nm0001410"
4615,"nm0000484"
4636,"nm0001708"
4739,"nm0000108"
2188,"nm0632856"
6595,"nm0038953"
202,"nm0322515"
6710,"nm0000455"
6873,"nm0001047"
6901,"nm0001469"
1272,"nm0265363"
699,"nm0000894"
216,"nm0172181"
311,"nm0000116"
389,"nm0089940"
416,"nm0000940"
455,"nm0910510"
471,"nm0504495"
504,"nm0887351"
508,"nm0001226"
729,"nm0000118"
990,"nm0562577"
1093,"nm0354279"
5132,"nm0000217"
1381,"nm0000127"
5222,"nm0324875"
1549,"nm0005196"
1550,"nm0000464"
1678,"nm0543596"
1861,"nm0000455"
1886,"nm0316496"
1922,"nm0459170"
1928,"nm0530975"
5329,"nm0000343"
2014,"nm0572951"
5413,"nm0166256"
5413,"nm0560329"
5413,"nm0585150"
5413,"nm0615780"
2228,"nm0000165"
2261,"nm0000095"
2311,"nm0000142"
2379,"nm0611683"
2483,"nm0404754"
5610,"nm0497379"
2658,"nm0002089"
2780,"nm0001508"
5572,"nm0000814"
3042,"nm0000568"
473,"nm0000329"
473,"nm0874676"
3236,"nm0000175"
5769,"nm0000907"
5772,"nm0001837"
3463,"nm0423589"
3463,"nm0157908"
3463,"nm0498061"
3463,"nm1681873"
3463,"nm0282736"
3463,"nm2566830"
3463,"nm0677235"
3463,"nm0443196"
3463,"nm0791236"
3463,"nm0889405"
3463,"nm0923252"
5789,"nm0000269"
3553,"nm0215269"
3658,"nm0390822"
3868,"nm0000231"
3894,"nm0661577"
3902,"nm0001270"
3967,"nm0000578"
148,"nm0014356"
4129,"nm0749914"
4157,"nm0006853"
177,"nm0412465"
4230,"nm0001382"
4240,"nm0000720"
4240,"nm0001878"
4240,"nm0958387"
4402,"nm0000490"
4592,"nm0934863"
4655,"nm0000559"
4835,"nm0411631"
1015,"nm0594503"
6174,"nm0793802"
6286,"nm0555549"
97,"nm0000247"
1273,"nm0180257"
2,"nm0730422"
256,"nm0001060"
335,"nm0625379"
356,"nm0001102"
356,"nm0331956"
356,"nm0005022"
356,"nm0000484"
356,"nm0919154"
370,"nm0278735"
410,"nm0000570"
544,"nm0002196"
545,"nm0796124"
577,"nm0001392"
702,"nm0001716"
708,"nm0589498"
5010,"nm0564319"
789,"nm0001175"
5066,"nm0715916"
904,"nm0000985"
1263,"nm0331193"
1481,"nm0001915"
1517,"nm0002340"
1699,"nm0669713"
1696,"nm0000229"
1763,"nm0000600"
1842,"nm0001490"
1592,"nm0005033"
1592,"nm0477035"
5312,"nm0536774"
1884,"nm0091854"
1930,"nm0089177"
5345,"nm0533334"
2040,"nm0000040"
2286,"nm0213100"
5466,"nm0794791"
6817,"nm0000694"
4074,"nm0955443"
2434,"nm0617849"
2434,"nm0747902"
2454,"nm0928832"
2457,"nm0000519"
2617,"nm0001102"
2713,"nm0765121"
674,"nm0379391"
2907,"nm0883609"
2988,"nm0001149"
2952,"nm0000264"
5667,"nm0322515"
3179,"nm0159402"
3230,"nm0412465"
3381,"nm0422484"
3514,"nm0000941"
3519,"nm0125367"
161,"nm0751080"
3779,"nm0310168"
3895,"nm0236930"
3922,"nm0001532"
3943,"nm0000118"
5916,"nm0001661"
5919,"nm0128883"
4009,"nm0000095"
4017,"nm0001054"
4017,"nm0001053"
4069,"nm0111845"
4125,"nm0005387"
4166,"nm0000682"
4213,"nm0770961"
2573,"nm0477035"
4548,"nm0222043"
4550,"nm0000631"
4591,"nm0000316"
4643,"nm0000824"
4647,"nm0579466"
6104,"nm0747849"
4774,"nm0002089"
4856,"nm0500609"
6353,"nm0000362"
1645,"nm0793812"
6203,"nm0000361"
6665,"nm0000231"
6787,"nm0001226"
6269,"nm0004306"
6828,"nm0732430"
98,"nm0000247"
226,"nm0001112"
4907,"nm0001410"
291,"nm0960028"
309,"nm0048491"
6095,"nm0771705"
637,"nm0005190"
660,"nm0000318"
713,"nm0001508"
739,"nm0001566"
5033,"nm0672459"
851,"nm0267309"
863,"nm0635760"
864,"nm0376963"
932,"nm0005421"
935,"nm0142587"
1090,"nm0276169"
1106,"nm0219136"
5114,"nm0656442"
1197,"nm0000484"
1304,"nm0417708"
1304,"nm0608084"
5210,"nm0887174"
1375,"nm0000343"
1487,"nm0000568"
1664,"nm0767022"
5257,"nm0639610"
1663,"nm0000626"
1732,"nm0156047"
1830,"nm0661345"
123,"nm0187769"
123,"nm0000092"
2046,"nm0001351"
2174,"nm0000776"
5006,"nm0000108"
5414,"nm0222043"
2246,"nm0514546"
2332,"nm0709752"
2375,"nm0001403"
2673,"nm0063581"
2846,"nm0158014"
185,"nm0001425"
184,"nm0001425"
5599,"nm0001692"
5601,"nm0089940"
5629,"nm0000217"
5960,"nm0222545"
2997,"nm0066439"
3012,"nm0108358"
3185,"nm0527350"
3335,"nm0400491"
3335,"nm0400532"
3341,"nm0000570"
3358,"nm0001681"
3382,"nm0157670"
3382,"nm0469557"
3382,"nm0087709"
3488,"nm0677953"
5787,"nm0001878"
5806,"nm0248054"
162,"nm0001317"
1118,"nm0868153"
3639,"nm0780117"
4987,"nm0000269"
3824,"nm0181741"
5658,"nm0000905"
3903,"nm0792446"
3918,"nm0716585"
5909,"nm0001382"
3972,"nm0935644"
4014,"nm0001469"
4021,"nm0003423"
4025,"nm0001243"
4066,"nm0001353"
4316,"nm0001149"
6050,"nm0000127"
6055,"nm0776209"
4363,"nm0002401"
4403,"nm0000455"
4425,"nm0425540"
4491,"nm0801121"
4685,"nm0470749"
4798,"nm0322987"
4867,"nm0001801"
4879,"nm0875354"
6312,"nm0000118"
6148,"nm0001554"
3470,"nm0594503"
6485,"nm0000338"
6239,"nm0881306"
6690,"nm0382776"
6784,"nm0000709"
6804,"nm0000165"
6829,"nm0248054"
6898,"nm0128883"
4890,"nm0001102"
319,"nm0089940"
319,"nm0325776"
319,"nm0473941"
501,"nm0342325"
525,"nm0028981"
5005,"nm0181820"
556,"nm0000709"
697,"nm0705675"
735,"nm0378893"
765,"nm0000631"
791,"nm0637518"
850,"nm0000231"
1016,"nm0000361"
1024,"nm0814085"
1048,"nm0001915"
5157,"nm0000425"
1265,"nm0000095"
1278,"nm0051491"
1278,"nm0481948"
1299,"nm0089502"
1367,"nm0637518"
1373,"nm0001837"
6371,"nm0001437"
5255,"nm0956052"
1606,"nm0000915"
1639,"nm0854697"
1729,"nm0001402"
5300,"nm0460141"
1866,"nm0004675"
1918,"nm0006916"
5330,"nm0906901"
2015,"nm0373154"
2025,"nm0908890"
1848,"nm0282214"
2118,"nm0718645"
5385,"nm0371059"
2196,"nm0564319"
2247,"nm0652860"
2282,"nm0000552"
2317,"nm0499724"
2347,"nm0000915"
2416,"nm0002653"
2601,"nm0000229"
2750,"nm0001353"
2805,"nm0199722"
5573,"nm0000814"
2828,"nm0228262"
2828,"nm0175730"
5632,"nm0941992"
2989,"nm0001149"
2996,"nm0322515"
3039,"nm0338572"
2835,"nm0594503"
3158,"nm0911486"
3262,"nm0257044"
3320,"nm0208923"
3504,"nm0154819"
3542,"nm0410139"
163,"nm0394280"
3615,"nm0002083"
3710,"nm0610261"
5854,"nm0001112"
3768,"nm0000165"
3818,"nm0005116"
3896,"nm0094288"
3987,"nm0000750"
4072,"nm0957263"
4184,"nm0601619"
4063,"nm0284639"
4270,"nm0423524"
4334,"nm0002137"
4399,"nm0782384"
4419,"nm0000127"
4465,"nm0059956"
4656,"nm0000638"
4684,"nm0006889"
4838,"nm0464846"
4838,"nm0536299"
5743,"nm0442454"
6496,"nm0006854"
6524,"nm0505409"
6533,"nm0000455"
6593,"nm0001232"
6598,"nm0081590"
6232,"nm0000362"
6751,"nm0001661"
6786,"nm0280901"
4916,"nm0001317"
280,"nm0006854"
430,"nm0001353"
536,"nm0001508"
557,"nm0000709"
742,"nm0000824"
821,"nm0000941"
5042,"nm0000361"
1006,"nm0520683"
1091,"nm0480843"
1136,"nm0504495"
1286,"nm0000691"
1321,"nm0000126"
1342,"nm0000600"
1361,"nm0001716"
1398,"nm0764776"
1473,"nm0001317"
933,"nm0000247"
4931,"nm0000940"
1658,"nm0000318"
5293,"nm0087861"
1914,"nm0001708"
5348,"nm0000921"
2192,"nm0802326"
2203,"nm0001102"
2203,"nm0005062"
5430,"nm0001241"
5444,"nm0772522"
2281,"nm0822582"
2342,"nm0442241"
2345,"nm0573796"
5487,"nm0000454"
5509,"nm0001532"
4415,"nm0310168"
1329,"nm0062644"
2632,"nm0001214"
2697,"nm0001490"
2739,"nm0788234"
3023,"nm0504802"
3070,"nm0002132"
3075,"nm0163706"
3077,"nm0393591"
3186,"nm0527350"
3201,"nm0514546"
3271,"nm0001994"
3272,"nm0000389"
3309,"nm0001054"
3309,"nm0001053"
3324,"nm0765154"
3327,"nm0001661"
3343,"nm0000490"
3403,"nm0650561"
3428,"nm0496459"
3512,"nm0853546"
5799,"nm0004305"
3555,"nm0767741"
3561,"nm0000850"
2910,"nm0000108"
3735,"nm0772259"
3769,"nm0515255"
3917,"nm0001566"
3923,"nm0394280"
3928,"nm0001587"
3930,"nm0005190"
4032,"nm0697935"
4103,"nm0517514"
4123,"nm0001716"
4167,"nm0449984"
4183,"nm0000814"
6002,"nm0000142"
6016,"nm0770961"
4730,"nm0231306"
4830,"nm0365666"
4857,"nm0006625"
6455,"nm0881038"
6719,"nm0353902"
6719,"nm0514226"
6719,"nm0769405"
6796,"nm0455394"
6899,"nm0614276"
6913,"nm0683578"
1358,"nm0939182"
357,"nm0039757"
390,"nm0629216"
390,"nm0920425"
558,"nm0000165"
609,"nm0001054"
609,"nm0001053"
672,"nm0580729"
2908,"nm0729626"
734,"nm0382072"
736,"nm0000914"
862,"nm0005436"
930,"nm0001469"
5955,"nm0155642"
5955,"nm0007139"
994,"nm0330057"
1130,"nm0881038"
1150,"nm0689081"
5139,"nm0000570"
1269,"nm0677253"
1270,"nm0367703"
1294,"nm0000455"
4015,"nm0955443"
1337,"nm0625979"
1365,"nm0000110"
1412,"nm0000983"
1417,"nm0001988"
1417,"nm0000466"
1503,"nm0001994"
5251,"nm0000231"
1543,"nm0504802"
5253,"nm0001425"
1600,"nm0506461"
1631,"nm0265363"
1633,"nm0001708"
1743,"nm0001885"
1798,"nm0002207"
1845,"nm0796124"
5321,"nm0000416"
1988,"nm0003080"
2018,"nm0000816"
5875,"nm0793812"
103,"nm0945981"
5442,"nm0313608"
5442,"nm0911036"
2315,"nm0046943"
2315,"nm0382584"
2315,"nm0178880"
2376,"nm0638630"
2422,"nm0000229"
2442,"nm0000720"
2487,"nm0499724"
2725,"nm0000231"
2752,"nm0000905"
2786,"nm0000490"
2859,"nm0911486"
5605,"nm0001716"
4141,"nm0482670"
3010,"nm0000316"
3037,"nm0000149"
3065,"nm0485229"
3106,"nm0490958"
5716,"nm0612322"
5736,"nm0715916"
3391,"nm0894577"
3251,"nm0759368"
4972,"nm0264967"
3388,"nm0748928"
3454,"nm0956052"
3475,"nm0001814"
5786,"nm0001878"
3493,"nm0000343"
3530,"nm0005522"
3556,"nm0000464"
3601,"nm0317981"
3680,"nm0847223"
3711,"nm0283500"
5914,"nm0000659"
3960,"nm0602104"
3993,"nm0934578"
4084,"nm0001566"
4122,"nm0334353"
4162,"nm0410139"
4164,"nm0721817"
4175,"nm0089940"
4175,"nm0325776"
4175,"nm0473941"
5999,"nm0002653"
1041,"nm0477102"
4233,"nm0005572"
4431,"nm0504495"
4487,"nm0000500"
4496,"nm0747849"
4537,"nm0001355"
4734,"nm0349484"
4736,"nm0447944"
4858,"nm0696309"
4870,"nm0000116"
6302,"nm0000631"
6314,"nm0227192"
6480,"nm0001325"
6726,"nm0000568"
3650,"nm0007139"
26,"nm0000631"
59,"nm0005509"
292,"nm0166256"
292,"nm0615780"
5594,"nm0576529"
572,"nm0001206"
613,"nm0000682"
620,"nm0000318"
658,"nm0505152"
688,"nm0359734"
929,"nm0476900"
3172,"nm0069715"
3172,"nm0095298"
3172,"nm0688143"
982,"nm0089502"
988,"nm0248054"
1125,"nm0939147"
1092,"nm0070474"
1229,"nm0000835"
5182,"nm0001403"
5187,"nm0001274"
1386,"nm0000709"
1547,"nm0660893"
1702,"nm0562645"
1831,"nm0000165"
1860,"nm0472386"
1872,"nm0423333"
1998,"nm0614276"
2113,"nm0282476"
2140,"nm0001226"
2337,"nm0382776"
2392,"nm0000362"
2406,"nm0001060"
2419,"nm0000921"
2722,"nm0606483"
2895,"nm0262595"
3910,"nm0594503"
138,"nm0001508"
2990,"nm0001149"
3080,"nm0004306"
750,"nm0000591"
1665,"nm0001675"
3250,"nm0001532"
3257,"nm0322839"
3268,"nm0000118"
5761,"nm0378893"
5779,"nm0005008"
3448,"nm0528718"
3538,"nm0650905"
3630,"nm0000641"
2629,"nm0001090"
2629,"nm0075981"
3773,"nm0393661"
3784,"nm0637518"
5871,"nm0000127"
3819,"nm0005116"
3884,"nm0002240"
5928,"nm0787601"
4010,"nm0001149"
4010,"nm0262693"
4018,"nm0000361"
4071,"nm0001093"
4107,"nm0000233"
176,"nm0000602"
2312,"nm0821775"
4202,"nm0942408"
4300,"nm0000976"
4304,"nm0541677"
6049,"nm0221611"
4380,"nm0000095"
3698,"nm0411027"
4414,"nm0783544"
6501,"nm0482681"
6501,"nm0007139"
4467,"nm0775447"
4474,"nm0001915"
4705,"nm0006854"
4724,"nm0525303"
6361,"nm0000776"
6400,"nm0738736"
4797,"nm0222545"
6435,"nm0001469"
6456,"nm0001353"
6187,"nm0700641"
6503,"nm0000186"
6526,"nm0341716"
6556,"nm0000386"
6561,"nm0438279"
6691,"nm0790715"
6773,"nm0005421"
3651,"nm0007139"
2280,"nm0438071"
247,"nm0001756"
4917,"nm0814085"
409,"nm0004372"
433,"nm0000824"
468,"nm0001437"
474,"nm0000600"
1834,"nm0155280"
562,"nm0208854"
621,"nm0022828"
621,"nm0456631"
621,"nm0667469"
621,"nm0722713"
621,"nm0705779"
621,"nm0863622"
659,"nm0199722"
680,"nm0009867"
5003,"nm0790715"
833,"nm0001206"
831,"nm0248942"
104,"nm0000134"
997,"nm0000361"
1098,"nm0002606"
1144,"nm0001317"
1205,"nm0006625"
1228,"nm0005509"
5181,"nm0788454"
5195,"nm0001681"
1362,"nm0000500"
1424,"nm0104193"
1429,"nm0145309"
1542,"nm0950819"
1588,"nm0003418"
1811,"nm0001708"
1945,"nm0001756"
1964,"nm0002340"
1992,"nm0934578"
2103,"nm0561813"
2212,"nm0000601"
2216,"nm0677953"
2278,"nm0000247"
2309,"nm0881038"
5459,"nm0420924"
2319,"nm0000231"
5473,"nm0916328"
2412,"nm0242271"
2443,"nm0000720"
5493,"nm0000806"
6250,"nm0000487"
2581,"nm0000583"
2597,"nm0001490"
2771,"nm0394280"
2790,"nm0000229"
2793,"nm0906676"
2810,"nm0784061"
2834,"nm0000264"
3207,"nm0453720"
2936,"nm0001532"
2980,"nm0428751"
3135,"nm0573796"
3183,"nm0000095"
3276,"nm0400436"
3276,"nm0400441"
3404,"nm0001214"
3404,"nm0000750"
3414,"nm0001060"
3491,"nm0005139"
3517,"nm0381699"
5814,"nm0783139"
3679,"nm0504802"
5870,"nm0001587"
170,"nm0000142"
3830,"nm0001129"
5887,"nm0001005"
3879,"nm0005436"
5927,"nm0911486"
5974,"nm0412465"
4153,"nm0442241"
4163,"nm0000316"
4168,"nm0215269"
4200,"nm0575389"
4205,"nm0827663"
6024,"nm0262693"
4301,"nm0000229"
6040,"nm0002140"
4426,"nm0000265"
4475,"nm0004886"
2662,"nm0950759"
4478,"nm0770961"
4498,"nm0001188"
4505,"nm0637518"
4535,"nm0772095"
4558,"nm0000750"
4559,"nm0711114"
4625,"nm0950000"
4675,"nm0683696"
4725,"nm0380705"
4764,"nm0417708"
4764,"nm0608084"
4803,"nm0141961"
4859,"nm0318795"
6326,"nm0001994"
6404,"nm0181902"
6404,"nm0418883"
6340,"nm0001425"
6478,"nm0001716"
6183,"nm0369780"
6183,"nm0453165"
6692,"nm0839660"
6703,"nm0629216"
6703,"nm0920425"
6703,"nm0957797"
6703,"nm0957798"
6709,"nm0458228"
6740,"nm0002120"
6742,"nm0001270"
3652,"nm0007139"
60,"nm0304395"
5180,"nm0461895"
225,"nm0769522"
227,"nm0689385"
236,"nm0001723"
4922,"nm0254632"
283,"nm0499724"
354,"nm0001325"
422,"nm0511924"
549,"nm0425957"
703,"nm0000484"
781,"nm0906548"
782,"nm0082802"
818,"nm0394280"
819,"nm0001243"
866,"nm0283500"
937,"nm0000095"
972,"nm0601619"
1114,"nm0939182"
1131,"nm0917992"
1853,"nm0073322"
1139,"nm0637518"
1188,"nm0750701"
1240,"nm0625458"
5176,"nm0001639"
1305,"nm0918873"
1340,"nm0047798"
1040,"nm0811714"
1480,"nm0676248"
1480,"nm0691061"
1490,"nm0001469"
1609,"nm0000824"
1621,"nm0268380"
1621,"nm0125803"
492,"nm0939182"
1649,"nm0000318"
5324,"nm0505152"
1961,"nm0000709"
1970,"nm0001565"
5367,"nm0002044"
2101,"nm0222043"
2198,"nm0528718"
2219,"nm0933505"
2322,"nm0001392"
2324,"nm0109359"
3904,"nm0847223"
2381,"nm0602452"
2424,"nm0416945"
5497,"nm0001054"
5497,"nm0001053"
2513,"nm0796124"
2556,"nm0741262"
2571,"nm0677943"
1904,"nm0150906"
2850,"nm0000812"
5623,"nm0001093"
2974,"nm0001880"
2981,"nm0281869"
5657,"nm0021249"
5657,"nm0591450"
3033,"nm0242271"
5663,"nm0790715"
2979,"nm0000108"
5701,"nm0405336"
3159,"nm0911486"
3160,"nm0145309"
1348,"nm0481703"
3342,"nm0001188"
3359,"nm0002171"
3433,"nm0389591"
3455,"nm0956052"
3509,"nm0000231"
3520,"nm0000776"
5800,"nm0003423"
5804,"nm0128883"
3595,"nm0001661"
3643,"nm0000219"
3655,"nm0848414"
5855,"nm0402563"
5855,"nm0002653"
3825,"nm0181741"
3897,"nm0582635"
2913,"nm0240988"
4045,"nm0000265"
3969,"nm0000233"
3996,"nm0000602"
4048,"nm0001774"
5971,"nm0001130"
4094,"nm0001508"
4880,"nm0377066"
5990,"nm0000436"
5940,"nm0650233"
6025,"nm0664756"
5843,"nm0612730"
4385,"nm0000965"
6060,"nm0001104"
4443,"nm0637189"
4472,"nm0241090"
4658,"nm0141222"
4668,"nm0000386"
4717,"nm0211823"
4782,"nm0225416"
6121,"nm0723704"
4275,"nm0850601"
4869,"nm0764776"
6373,"nm0001382"
6341,"nm0001425"
6476,"nm0000116"
6342,"nm0001425"
6588,"nm0393682"
3531,"nm0000127"
6749,"nm0001502"
6825,"nm0450194"
6864,"nm0001410"
237,"nm0644203"
6399,"nm0382072"
4940,"nm0001661"
450,"nm0000165"
541,"nm0003088"
4970,"nm0272704"
588,"nm0920425"
4980,"nm0436284"
619,"nm0001708"
5011,"nm0805965"
738,"nm0205542"
871,"nm0000154"
5072,"nm0000142"
974,"nm0174374"
1008,"nm0000217"
1011,"nm0797869"
5124,"nm0001988"
5124,"nm0000466"
1146,"nm0000490"
1163,"nm0002132"
1210,"nm0550881"
1233,"nm0000750"
1267,"nm0001716"
5175,"nm0000576"
1287,"nm0304521"
1298,"nm0001317"
1369,"nm0000464"
1374,"nm0400436"
1374,"nm0400441"
1435,"nm0001675"
1477,"nm0159147"
1521,"nm0505230"
5249,"nm0000777"
1569,"nm0000316"
1698,"nm0610496"
5283,"nm0003355"
1846,"nm0796124"
1898,"nm0958387"
5327,"nm0000264"
1950,"nm0392837"
1969,"nm0025978"
1969,"nm0734319"
1969,"nm0001675"
1969,"nm0000233"
1969,"nm0005062"
1993,"nm0514546"
2004,"nm0001929"
2098,"nm0001756"
2107,"nm0481702"
2107,"nm0481703"
2156,"nm0132709"
130,"nm0510674"
2215,"nm0222043"
2234,"nm0812200"
2252,"nm0152640"
2378,"nm0005436"
2399,"nm0002089"
4222,"nm0867262"
2477,"nm0602104"
5534,"nm0000568"
2751,"nm0519434"
2769,"nm0134176"
2833,"nm0164187"
2108,"nm0632716"
2108,"nm0651900"
2966,"nm0001214"
3004,NA
3047,"nm0001139"
3076,"nm0000850"
3137,"nm0000944"
5731,"nm0001361"
3302,"nm0000095"
6767,"nm0464911"
3349,"nm0172523"
3354,"nm0747849"
3386,"nm0027271"
3546,"nm0000824"
3551,"nm0414910"
3569,"nm0001060"
3575,"nm0000231"
3611,"nm0322128"
3684,"nm0943237"
5890,"nm0000425"
3877,"nm0300265"
3877,"nm0325196"
5931,"nm0927074"
5948,"nm0000600"
4246,"nm0001628"
4317,"nm0000399"
4343,"nm0000487"
4432,"nm0000682"
4499,"nm0006835"
4554,"nm0002120"
4602,"nm0002044"
4710,"nm0000941"
4802,"nm0398986"
6317,"nm0001219"
6386,"nm0001814"
6392,"nm0452319"
6407,"nm0781842"
6423,"nm0002140"
6431,"nm0005124"
6537,"nm0614276"
6206,"nm0001741"
6597,"nm0000127"
6622,"nm0893872"
6631,"nm0000118"
6638,"nm0502577"
6226,"nm0787853"
204,"nm0000778"
6688,"nm0721817"
6753,"nm0005390"
6764,"nm0005509"
11,"nm0378893"
33,"nm0381273"
294,"nm0000228"
537,"nm0762735"
615,"nm0773603"
643,"nm0001130"
644,"nm0531751"
647,"nm1070945"
647,"nm0431918"
647,"nm0221133"
647,"nm1301264"
647,"nm0438394"
661,"nm0775447"
726,"nm0001714"
726,"nm0001804"
740,"nm0089176"
760,"nm0496752"
801,"nm0706182"
837,"nm0944047"
868,"nm0379179"
881,"nm0001885"
909,"nm0000247"
5087,"nm0001774"
976,"nm0005295"
5106,"nm0001226"
1242,"nm0915394"
1245,"nm0001880"
5170,"nm0281598"
5177,"nm0691194"
1306,"nm0509409"
1372,"nm0846070"
5224,"nm0951206"
1446,"nm0271546"
1523,"nm0054077"
1552,"nm0911486"
1591,"nm0003418"
1628,"nm0477129"
1650,"nm0711114"
1709,"nm0666504"
5281,"nm0005237"
1727,"nm0751080"
1734,"nm0000118"
1757,"nm0000095"
1765,"nm0000570"
1772,"nm0000829"
1790,"nm0000776"
1857,"nm0047076"
5320,"nm0933505"
1916,"nm0393661"
1927,"nm0751102"
1933,"nm0050597"
1936,"nm0410658"
5349,"nm0001392"
2029,"nm0001675"
2096,"nm0441488"
5368,"nm0394280"
5382,"nm0336726"
2271,"nm0240797"
2338,"nm0944892"
2411,"nm0254786"
2703,"nm0783139"
2720,"nm0001081"
2729,"nm0505152"
2740,"nm0668500"
5570,"nm0001270"
2811,"nm0619762"
2816,"nm0001274"
2847,"nm0490375"
2889,"nm0841232"
5674,"nm0001317"
3072,"nm0000199"
3083,"nm0000186"
3209,"nm0000318"
3216,"nm0952360"
3221,"nm0001241"
3228,"nm0000362"
3237,"nm0482681"
3292,"nm0638175"
3292,"nm0701821"
5763,"nm0000659"
3337,"nm0000361"
3421,"nm0848414"
3422,"nm0000601"
3424,"nm0005008"
5872,"nm0001232"
3829,"nm0005509"
5901,"nm0001005"
3939,"nm0387706"
5997,"nm0000881"
4368,"nm0157769"
4375,"nm0528718"
4412,"nm0382956"
4493,"nm0001469"
4589,"nm0701592"
4657,"nm0000408"
3407,"nm0005033"
846,"nm0012155"
6308,"nm0024622"
4888,"nm0000158"
1638,"nm0575523"
6443,"nm0000965"
6506,"nm0000957"
