"id","writers"
6534,"nm0311020"
6534,"nm0369567"
6292,"nm0932011"
6292,"nm0001837"
6292,"nm0462272"
6292,"nm0788991"
6876,"nm0001037"
6876,"nm0177228"
6876,"nm0571334"
6876,"nm0792333"
6877,"nm0742768"
6877,"nm0000659"
6877,"nm0801953"
6917,"nm0000095"
42,"nm0002009"
42,"nm0001382"
4914,"nm0711996"
4920,"nm0660101"
4920,"nm0342019"
4920,"nm0947719"
4920,"nm0172830"
353,"nm0787323"
353,"nm0537004"
551,"nm0411444"
551,"nm0411477"
551,"nm0698493"
701,"nm0677943"
701,"nm0045301"
804,"nm0001054"
804,"nm0001053"
830,"nm0043334"
830,"nm0000361"
5052,"nm0004122"
5052,"nm0396429"
5052,"nm0612786"
905,"nm0000095"
953,"nm0355973"
953,"nm0008055"
953,"nm0193061"
953,"nm0827663"
977,"nm0946717"
977,"nm0624102"
977,"nm0748665"
977,"nm0588458"
1097,"nm0000175"
1097,"nm0326070"
1124,"nm0001175"
1124,"nm0830472"
5142,"nm0141462"
5142,"nm0001403"
5142,"nm0674518"
1202,"nm0397574"
1202,"nm0859471"
1202,"nm0176689"
1202,"nm0542970"
1625,"nm0378541"
1625,"nm0000186"
1669,"nm0501544"
5302,"nm0512396"
5302,"nm0001873"
1812,"nm0188165"
5273,"nm0905071"
5273,"nm0702935"
5273,"nm0906824"
5273,"nm0001885"
3059,"nm0258226"
2008,"nm0087279"
2008,"nm0496694"
2017,"nm0566699"
2017,"nm0413826"
2017,"nm0457725"
2017,"nm0914536"
2017,"nm0169231"
2017,"nm0757239"
2017,"nm0192446"
2202,"nm0001060"
2206,"nm0123194"
2206,"nm0001801"
2206,"nm0042472"
5524,"nm0826348"
5524,"nm0429550"
2602,"nm0404754"
2602,"nm0441718"
2602,"nm0000184"
2645,"nm0431030"
2746,"nm0825799"
2746,"nm0474374"
2746,"nm0173080"
2746,"nm0364825"
5571,"nm0436543"
3511,"nm0594503"
3511,"nm1248357"
3511,"nm1248358"
3511,"nm0411872"
5582,"nm0732430"
6748,"nm0849282"
6748,"nm1471273"
6748,"nm1847973"
5626,"nm0079471"
3333,"nm0798649"
3333,"nm0506062"
3333,"nm0082893"
3333,"nm0116145"
3333,"nm0189845"
3333,"nm0393678"
3389,"nm0005196"
3389,"nm0135117"
5782,"nm0665305"
5782,"nm0850695"
5782,"nm0000568"
5793,"nm0538897"
5793,"nm0870013"
5793,"nm0244620"
3552,"nm0248054"
3604,"nm0000905"
3604,"nm0078233"
3604,"nm0873385"
3649,"nm0340580"
3649,"nm0073053"
3649,"nm0207401"
3649,"nm0575804"
3649,"nm0033490"
3649,"nm0274853"
3649,"nm0001466"
3649,"nm0436757"
3649,"nm0002759"
3770,"nm0141281"
3770,"nm0001731"
3770,"nm0232924"
165,"nm0286950"
165,"nm1802792"
165,"nm0000180"
3809,"nm0169540"
3828,"nm0000783"
3828,"nm0274853"
5884,"nm0417903"
5884,"nm0337008"
5884,"nm0072112"
5884,"nm0415979"
5884,"nm0075688"
5884,"nm1121400"
3861,"nm0000914"
5900,"nm0665932"
3976,"nm0536299"
3976,"nm0088479"
2391,"nm3904136"
4100,"nm0007182"
4124,"nm0582481"
4124,"nm0854185"
4124,"nm0951599"
4124,"nm0119542"
3472,"nm0956022"
3472,"nm0584770"
3472,"nm0436687"
4194,"nm0858736"
4194,"nm0229644"
4194,"nm0291442"
4194,"nm0798988"
4372,"nm0532702"
4372,"nm0354525"
4372,"nm0367308"
4451,"nm0128858"
4451,"nm0382652"
4479,"nm0000455"
190,"nm0298191"
4564,"nm0484307"
4619,"nm0004976"
4619,"nm0295171"
4619,"nm0304665"
4619,"nm0541632"
4653,"nm0734472"
4653,"nm0071790"
4669,"nm0262595"
4669,"nm0317279"
4669,"nm0718466"
4703,"nm0001129"
4703,"nm0848088"
4713,"nm0000464"
4713,"nm0527099"
4723,"nm0001353"
4723,"nm0343419"
4769,"nm0643973"
6141,"nm0000116"
6141,"nm0005036"
6141,"nm0936537"
6331,"nm0001302"
6331,"nm0571106"
6331,"nm0733427"
6331,"nm0001661"
6367,"nm0876227"
6417,"nm0000720"
6417,"nm0001878"
6417,"nm0958387"
6417,"nm0121789"
6430,"nm0279446"
6430,"nm0289298"
5798,"nm0000583"
5798,"nm0917833"
5798,"nm0256779"
5798,"nm0247691"
6732,"nm0000264"
262,"nm0591387"
555,"nm0000709"
555,"nm0301826"
5027,"nm0018583"
5027,"nm0420679"
5027,"nm0314788"
5027,"nm0075859"
5027,"nm0723704"
5027,"nm0932960"
5027,"nm0605730"
5027,"nm0949954"
5027,"nm0828245"
5027,"nm0354940"
5027,"nm0803100"
5027,"nm0004877"
5027,"nm0547850"
5027,"nm0401362"
5027,"nm0789873"
5027,"nm0560329"
5027,"nm0615780"
5027,"nm0166256"
5027,"nm0498991"
5027,"nm0953650"
872,"nm0000416"
872,"nm0001779"
872,"nm0571650"
872,"nm0023395"
5069,"nm0000455"
5099,"nm0766558"
5099,"nm0235931"
5099,"nm0250172"
5099,"nm0265283"
5099,"nm0473653"
5099,"nm0689871"
5099,"nm0774050"
5099,"nm0787324"
5099,"nm0928821"
109,"nm0776068"
109,"nm1378431"
109,"nm0456788"
109,"nm0200600"
1162,"nm0000484"
1162,"nm0528718"
1162,"nm0695422"
5134,"nm0583675"
5134,"nm0907504"
1302,"nm0024388"
1302,"nm0778819"
1302,"nm1521062"
1354,"nm0001681"
1400,"nm0415979"
1400,"nm0307257"
1437,"nm0054713"
1711,"nm0519530"
1711,"nm0451689"
1782,"nm0525591"
1797,"nm0576312"
1797,"nm0281411"
1917,"nm0567780"
1917,"nm0000921"
1917,"nm0004675"
2016,"nm0457725"
2016,"nm0169308"
2016,"nm0826164"
2016,"nm0566699"
2016,"nm0192446"
2016,"nm0791803"
2024,"nm0276169"
5401,"nm0001060"
5401,"nm0000229"
2648,"nm0116145"
2648,"nm0001569"
2648,"nm0635760"
2699,"nm0000390"
5565,"nm0742797"
5565,"nm0465199"
5565,"nm0858736"
3898,"nm0000329"
3898,"nm0849282"
2787,"nm0561734"
2787,"nm0138502"
2855,"nm0001949"
2855,"nm0182689"
2870,"nm0700194"
2870,"nm0775055"
2923,"nm0451689"
2923,"nm0859241"
2923,"nm0542539"
2923,"nm0672459"
5609,"nm0893207"
2949,"nm0063357"
2949,"nm0670262"
2949,"nm0795664"
5641,"nm0742797"
5641,"nm0465199"
3011,"nm0933214"
3011,"nm0639321"
3011,"nm0415979"
3011,"nm0035830"
3011,"nm0690905"
3139,"nm0371249"
3139,"nm0004306"
3139,"nm0447945"
5725,"nm0891554"
5725,"nm0002216"
5725,"nm0458228"
3286,"nm0179278"
3286,"nm0898812"
3334,"nm0798649"
3334,"nm0506062"
3334,"nm0082893"
3505,"nm0000455"
3505,"nm0458228"
3583,"nm0628838"
3583,"nm0477035"
3583,"nm0833298"
3648,"nm0898001"
3648,"nm0385653"
3648,"nm0369492"
3648,"nm0731271"
3712,"nm0227598"
3712,"nm0862189"
3712,"nm1429643"
3712,"nm0525104"
3712,"nm0713128"
3739,"nm0125060"
3739,"nm0795461"
3795,"nm0367005"
3795,"nm0000607"
3795,"nm0889962"
3893,"nm0411477"
3893,"nm0698493"
3893,"nm0087904"
3893,"nm0790775"
3950,"nm0593370"
3950,"nm0781896"
3950,"nm0921023"
3952,"nm0174410"
3952,"nm0730027"
5942,"nm0000095"
5951,"nm0365532"
5951,"nm0046326"
5951,"nm0492649"
5951,"nm0683578"
4022,"nm0606251"
4022,"nm0418883"
4022,"nm0000230"
4022,"nm0000116"
4028,"nm0000041"
4028,"nm0644823"
4028,"nm0406836"
4028,"nm0000636"
4041,"nm0522454"
4041,"nm0660016"
4041,"nm0635920"
4041,"nm0002340"
4046,"nm0411477"
4046,"nm0698493"
4046,"nm0868242"
4092,"nm0764592"
4092,"nm0614775"
4092,"nm0228970"
4092,"nm0357891"
4120,"nm0004555"
4120,"nm0219456"
4120,"nm0000875"
4182,"nm0000230"
4228,"nm0000041"
4228,"nm0587429"
4228,"nm0956928"
4228,"nm0120483"
4228,"nm0452878"
4228,"nm0644823"
4455,"nm0000175"
4458,"nm0001410"
4458,"nm0440461"
4615,"nm0000101"
4615,"nm0858686"
4615,"nm0304665"
4615,"nm0541632"
4636,"nm0001708"
4636,"nm0475802"
4739,"nm0000108"
4739,"nm0427136"
4739,"nm0494378"
4739,"nm0674700"
4739,"nm0773389"
2188,"nm0442450"
2188,"nm0909958"
6595,"nm0452837"
6595,"nm0386259"
202,"nm0537363"
202,"nm0933865"
202,"nm0001220"
6710,"nm0000455"
6710,"nm0271167"
6710,"nm0301362"
6873,"nm1084359"
6873,"nm0000231"
6873,"nm0001047"
6901,"nm0236279"
6901,"nm0001060"
1272,"nm0001357"
1272,"nm0787185"
1272,"nm0180257"
699,"nm0229172"
699,"nm0000894"
216,"nm0172181"
216,"nm0100074"
311,"nm0000116"
311,"nm0318429"
311,"nm0001353"
311,"nm0639321"
311,"nm0795953"
389,"nm0456946"
389,"nm0294440"
389,"nm0312076"
416,"nm0000940"
416,"nm0075599"
455,"nm0045301"
471,"nm0004976"
471,"nm0000601"
471,"nm0005077"
471,"nm0868242"
504,"nm0331453"
504,"nm0879853"
504,"nm0853456"
508,"nm0507900"
508,"nm0443582"
729,"nm0325778"
729,"nm0918434"
729,"nm0725379"
990,"nm0562577"
1093,"nm0575865"
1093,"nm0026803"
1093,"nm0140572"
5132,"nm0856677"
5132,"nm0697115"
1381,"nm0378255"
1381,"nm0748022"
5222,"nm0116145"
5222,"nm0324875"
1549,"nm0268988"
1549,"nm0005196"
1549,"nm0135117"
1550,"nm0000464"
1678,"nm0210290"
1678,"nm0082677"
1861,"nm0000455"
1886,"nm0680250"
1886,"nm0803730"
1886,"nm0095590"
1886,"nm0095591"
1922,"nm0048741"
1922,"nm0123674"
1922,"nm0423333"
1928,"nm0530975"
5329,"nm0486228"
5329,"nm0688279"
5329,"nm0000343"
2014,"nm0572951"
2014,"nm0566699"
2014,"nm0192446"
5413,"nm0949954"
5413,"nm0314788"
5413,"nm0401362"
5413,"nm0166256"
5413,"nm0615780"
5413,"nm0606407"
5413,"nm0639965"
5413,"nm0560329"
5413,"nm0585150"
5413,"nm0789873"
5413,"nm0864547"
5413,"nm0301810"
5413,"nm0236279"
2228,"nm0089637"
2228,"nm0304665"
2228,"nm0541632"
2261,"nm0000095"
2311,"nm0135829"
2311,"nm0352518"
2311,"nm0830472"
2379,"nm0927074"
2379,"nm0069282"
2379,"nm0272511"
2483,"nm0314153"
2483,"nm0404754"
2483,"nm0441718"
2483,"nm0562554"
5610,"nm0156546"
5610,"nm0497379"
5610,"nm0939101"
2658,"nm0253106"
2658,"nm0002089"
2780,"nm0291905"
2780,"nm0796124"
2780,"nm0583600"
2780,"nm0859977"
2780,"nm0211823"
5572,"nm0436543"
3042,"nm0039141"
3042,"nm0000339"
3042,"nm0341458"
473,"nm0938944"
473,"nm0849282"
473,"nm1022277"
473,"nm5025819"
473,"nm0791949"
473,"nm0000329"
3236,"nm0000175"
5769,"nm0318429"
5772,"nm0857623"
5772,"nm0001707"
3463,"nm0089166"
3463,"nm0805824"
3463,"nm0228772"
3463,"nm9261564"
5789,"nm0248767"
5789,"nm0001949"
5789,"nm0102722"
5789,"nm0291442"
5789,"nm0323708"
3553,"nm0215269"
3658,"nm0390822"
3868,"nm0000231"
3894,"nm0411477"
3894,"nm0698493"
3894,"nm0704164"
3894,"nm0087904"
3894,"nm0790775"
3902,"nm0896131"
3902,"nm0334457"
3967,"nm0688279"
3967,"nm0088645"
148,"nm0014356"
148,"nm0403302"
4129,"nm0749914"
4129,"nm0000636"
4157,"nm0422791"
177,"nm0286950"
177,"nm0695609"
4230,"nm0222904"
4230,"nm0404128"
4240,"nm0490958"
4240,"nm0377958"
4402,"nm0000490"
4402,"nm0403678"
4592,"nm0337731"
4592,"nm0593200"
4592,"nm0047436"
4592,"nm0931121"
4655,"nm0734472"
4655,"nm0000559"
4655,"nm0071790"
4655,"nm0576228"
4655,"nm0471298"
4655,"nm0583292"
4835,"nm0411631"
1015,"nm0594503"
1015,"nm0842605"
6174,"nm0295357"
6174,"nm0226863"
6174,"nm0095685"
6174,"nm0805824"
6174,"nm1992327"
6286,"nm0555549"
97,"nm0150916"
97,"nm0505000"
97,"nm0000247"
1273,"nm0001357"
1273,"nm0389495"
2,"nm0308376"
2,"nm0083348"
2,"nm0730422"
2,"nm0534681"
2,"nm0934093"
256,"nm0799562"
335,"nm0353584"
335,"nm0704164"
335,"nm0721825"
356,"nm0057398"
356,"nm0611848"
370,"nm0459047"
370,"nm0024948"
370,"nm0176684"
370,"nm0095718"
410,"nm0387132"
410,"nm0000570"
544,"nm0227598"
544,"nm0002196"
545,"nm0583600"
545,"nm0796124"
577,"nm0001392"
577,"nm0383958"
577,"nm0358632"
702,"nm0045301"
702,"nm0677943"
702,"nm0000552"
702,"nm0905160"
702,"nm0272511"
702,"nm0803730"
702,"nm0318429"
702,"nm0458711"
708,"nm0589498"
5010,"nm0677943"
5010,"nm0052944"
5010,"nm0564319"
789,"nm0490958"
789,"nm0001175"
789,"nm0228908"
789,"nm0248901"
789,"nm0740568"
5066,"nm0228300"
5066,"nm0715916"
5066,"nm0710020"
5066,"nm0568505"
904,"nm0000985"
1263,"nm0000175"
1263,"nm0001681"
1263,"nm0282061"
1481,"nm0075044"
1517,"nm0619547"
1699,"nm1274746"
1699,"nm0669713"
1696,"nm0001779"
1696,"nm0050618"
1696,"nm0583675"
1763,"nm0000600"
1763,"nm0818547"
1842,"nm0213139"
1592,"nm0150906"
1592,"nm0504935"
1592,"nm1022277"
1592,"nm1847973"
5312,"nm0089381"
5312,"nm0536774"
1884,"nm0091854"
1884,"nm2543376"
1930,"nm0028892"
1930,"nm0089177"
5345,"nm0043480"
5345,"nm0123120"
5345,"nm0287046"
2040,"nm0000040"
2040,"nm0380282"
2040,"nm0368007"
2286,"nm0213100"
2286,"nm0551976"
2286,"nm1360612"
5466,"nm0467942"
6817,"nm0000694"
6817,"nm0359563"
6817,"nm0718637"
6817,"nm0252065"
4074,"nm0155261"
4074,"nm0594911"
4074,"nm0955824"
2434,"nm0935468"
2434,"nm0500369"
2434,"nm0041407"
2454,"nm0215269"
2454,"nm0928832"
2457,"nm0000519"
2457,"nm0441747"
2617,"nm0090151"
2617,"nm0698734"
2713,"nm0001940"
2713,"nm0208775"
674,"nm0042884"
2907,"nm0883609"
2988,"nm0000948"
2988,"nm0090151"
2952,"nm0000264"
5667,"nm0537363"
5667,"nm0933865"
5667,"nm0001220"
3179,"nm0704031"
3179,"nm0159402"
3179,"nm0006872"
3179,"nm0957105"
3230,"nm0286950"
3230,"nm0381388"
3230,"nm0412465"
3381,"nm0788234"
3514,"nm0714599"
3514,"nm0000941"
3519,"nm0125367"
3519,"nm0734585"
161,"nm0000127"
161,"nm0905818"
161,"nm0001104"
161,"nm0751080"
3779,"nm0310168"
3895,"nm0411477"
3895,"nm0698493"
3895,"nm0704164"
3895,"nm0087904"
3895,"nm0790775"
3922,"nm0859029"
3922,"nm0859049"
3943,"nm0000118"
5916,"nm0001279"
5919,"nm0214421"
4009,"nm0000095"
4017,"nm0001053"
4017,"nm0001054"
4069,"nm0342278"
4069,"nm0342303"
4069,"nm0766358"
4125,"nm0582481"
4125,"nm0854185"
4125,"nm0951599"
4125,"nm0119542"
4125,"nm0348415"
4125,"nm0551187"
4166,"nm0627159"
4166,"nm0591160"
4213,"nm0744562"
4213,"nm0000188"
2573,"nm0938944"
2573,"nm0950699"
4548,"nm0000455"
4550,"nm0291442"
4550,"nm0045301"
4550,"nm0783544"
4591,"nm0000316"
4591,"nm0576070"
4591,"nm0334283"
4643,"nm0467942"
4647,"nm0579466"
4647,"nm0615556"
6104,"nm0498839"
6104,"nm0307257"
6104,"nm0922799"
4774,"nm0796950"
4774,"nm0795975"
4774,"nm0001659"
4774,"nm0465199"
4774,"nm0742797"
4856,"nm0517188"
4856,"nm0918861"
4856,"nm0471352"
6353,"nm0798800"
1645,"nm0948137"
1645,"nm2980096"
1645,"nm0906413"
6203,"nm0000519"
6203,"nm0289708"
6203,"nm0626479"
6203,"nm0588079"
6665,"nm0007140"
6665,"nm0000231"
6787,"nm0807308"
6787,"nm0277946"
6269,"nm0881433"
6269,"nm0188165"
6828,"nm0732430"
98,"nm0150916"
98,"nm0505000"
98,"nm0007139"
98,"nm0000247"
226,"nm0001112"
226,"nm0000219"
226,"nm0696267"
226,"nm0795953"
4907,"nm0878773"
4907,"nm0301715"
4907,"nm0001410"
291,"nm0960028"
291,"nm0368051"
309,"nm0639328"
6095,"nm0771705"
6095,"nm0458749"
6095,"nm0291148"
637,"nm0201727"
637,"nm0232858"
660,"nm0568313"
660,"nm0933733"
660,"nm0803730"
713,"nm0002657"
713,"nm0818576"
739,"nm0800319"
5033,"nm0672459"
851,"nm0120083"
851,"nm0569062"
863,"nm0798649"
863,"nm0506062"
863,"nm0082893"
863,"nm0116145"
863,"nm0001569"
863,"nm0635760"
864,"nm0376963"
932,"nm0005421"
935,"nm0486906"
935,"nm0676248"
935,"nm0325740"
1090,"nm0238841"
1090,"nm0480843"
1090,"nm0276169"
1106,"nm0219136"
1106,"nm0267288"
5114,"nm0656442"
1197,"nm0000552"
1197,"nm0790775"
1197,"nm0087904"
1304,"nm0688279"
1304,"nm0745866"
1304,"nm0338707"
5210,"nm0277807"
5210,"nm0277849"
5210,"nm0788975"
5210,"nm0669243"
5210,"nm0787688"
1375,"nm0000343"
1375,"nm0811138"
1375,"nm0939562"
1375,"nm0311316"
1487,"nm0490958"
1487,"nm0788630"
1487,"nm0377417"
1664,"nm0767022"
5257,"nm0047748"
5257,"nm0569819"
1663,"nm0039362"
1663,"nm0000626"
1732,"nm0877527"
1732,"nm0459599"
1830,"nm0070380"
1830,"nm0073053"
1830,"nm0207401"
1830,"nm0661345"
1830,"nm0767586"
1830,"nm0897715"
123,"nm0000092"
123,"nm0187769"
2046,"nm0188832"
2046,"nm0090151"
2174,"nm0371038"
2174,"nm0287638"
2174,"nm0357703"
2174,"nm0614742"
5006,"nm0000108"
5006,"nm0307561"
5006,"nm0325665"
5006,"nm0562936"
5006,"nm0674700"
5414,"nm0000455"
2246,"nm0513772"
2246,"nm0711910"
2246,"nm0749318"
2246,"nm0568416"
2332,"nm0040643"
2332,"nm0000850"
2375,"nm0001403"
2673,"nm1075295"
2673,"nm0844214"
2846,"nm0158006"
2846,"nm0158014"
2846,"nm0158008"
185,"nm0001425"
185,"nm0682830"
184,"nm0682830"
184,"nm0001425"
5599,"nm0001692"
5599,"nm0831290"
5601,"nm0471217"
5601,"nm0294440"
5601,"nm0312076"
5629,"nm0443611"
5629,"nm0001707"
5960,"nm0419875"
5960,"nm0222553"
5960,"nm0222545"
2997,"nm0866063"
3012,"nm0918339"
3185,"nm0169540"
3335,"nm0400491"
3335,"nm0400532"
3341,"nm0314665"
3358,"nm0829664"
3358,"nm0001681"
3382,"nm0001391"
3382,"nm0628058"
3488,"nm0427468"
3488,"nm0398286"
3488,"nm0398287"
3488,"nm0880261"
5787,"nm0958387"
5787,"nm0000720"
5787,"nm0001878"
5787,"nm0698493"
5806,"nm0248054"
5806,"nm0771063"
162,"nm0000127"
162,"nm0467889"
162,"nm0001338"
162,"nm0923646"
162,"nm0003117"
1118,"nm0868153"
1118,"nm0660031"
3639,"nm0185084"
3639,"nm0228400"
3639,"nm0003506"
3639,"nm0314788"
3639,"nm0300265"
3639,"nm0710020"
3639,"nm1573880"
3639,"nm0047193"
3639,"nm0936374"
3639,"nm0585150"
3639,"nm0021249"
3639,"nm0873779"
3639,"nm0510674"
3639,"nm0147745"
3639,"nm0949954"
3639,"nm0429749"
3639,"nm0002042"
3639,"nm0334057"
3639,"nm3071117"
3639,"nm0399252"
3639,"nm0401362"
3639,"nm0542706"
3639,"nm0073714"
4987,"nm0193617"
4987,"nm0102722"
3824,"nm0181741"
5658,"nm0000905"
5658,"nm0078233"
5658,"nm0148437"
3903,"nm0792446"
3903,"nm0846532"
3903,"nm0270841"
3918,"nm0716585"
3918,"nm0724192"
5909,"nm0272511"
3972,"nm0433179"
3972,"nm0136737"
3972,"nm0935644"
3972,"nm0918376"
3972,"nm0313927"
4014,"nm0607454"
4014,"nm0060103"
4021,"nm0606251"
4021,"nm0000230"
4021,"nm0504802"
4025,"nm0940087"
4025,"nm0001243"
4066,"nm0001353"
4066,"nm0459067"
4066,"nm0448392"
4316,"nm0322248"
4316,"nm0640874"
4316,"nm0002042"
6050,"nm0205634"
6050,"nm0561802"
6050,"nm0800834"
6055,"nm0337825"
6055,"nm0337731"
4363,"nm0387833"
4363,"nm0002401"
4403,"nm0000455"
4425,"nm0934093"
4425,"nm0534681"
4491,"nm0330195"
4491,"nm0385349"
4685,"nm0470749"
4685,"nm0667724"
4798,"nm0266071"
4798,"nm0322987"
4798,"nm0803931"
4867,"nm0001801"
4879,"nm0875354"
6312,"nm0625688"
6312,"nm0000118"
6148,"nm0001554"
3470,"nm0594503"
6485,"nm0776068"
6485,"nm0782436"
6239,"nm0331757"
6690,"nm0382776"
6784,"nm0696949"
6784,"nm0780620"
6784,"nm0937757"
6784,"nm5927607"
6784,"nm5927608"
6804,"nm0000184"
6804,"nm0231190"
6829,"nm0614269"
6829,"nm0833959"
6898,"nm0299301"
4890,"nm0647615"
319,"nm0089940"
319,"nm0188580"
319,"nm0325776"
319,"nm0500858"
319,"nm0588818"
319,"nm0662505"
319,"nm0690112"
319,"nm0776081"
319,"nm0825733"
319,"nm0918955"
501,"nm0331453"
501,"nm0879853"
501,"nm0901169"
501,"nm0434034"
525,"nm0344171"
525,"nm0002191"
525,"nm0028981"
525,"nm0742270"
5005,"nm0001094"
5005,"nm0357399"
556,"nm0000709"
556,"nm0301826"
697,"nm0722221"
697,"nm0505924"
697,"nm0834883"
735,"nm0558533"
735,"nm0004412"
765,"nm0093271"
765,"nm0507863"
791,"nm0440383"
791,"nm0138706"
850,"nm0468407"
850,"nm0000231"
1016,"nm0485718"
1016,"nm0704792"
1024,"nm0814085"
1048,"nm0398286"
1048,"nm0398287"
5157,"nm0000425"
1265,"nm0000095"
1278,NA
1299,"nm0089502"
1367,"nm0371249"
1367,"nm0930241"
1373,"nm0776114"
6371,"nm0001437"
6371,"nm0586235"
5255,"nm0175300"
5255,"nm0521649"
1606,"nm0880261"
1639,"nm0113935"
1639,"nm0168849"
1639,"nm0573644"
1729,"nm0001402"
5300,"nm0460141"
1866,"nm0455875"
1866,"nm0004675"
1918,"nm0567780"
1918,"nm0135117"
5330,"nm0308376"
5330,"nm0923646"
5330,"nm0003117"
5330,"nm0001104"
5330,"nm0486228"
2015,"nm0373154"
2015,"nm0566699"
2025,"nm0276169"
2025,"nm0582481"
2025,"nm0854185"
2025,"nm0908890"
1848,"nm0342003"
1848,"nm0282214"
2118,"nm0000101"
2118,"nm0000601"
5385,"nm0371059"
2196,"nm0507578"
2196,"nm0798635"
2196,"nm0052944"
2196,"nm0564319"
2247,"nm0000118"
2247,"nm0384185"
2247,"nm4302073"
2247,"nm0652860"
2247,"nm0084537"
2282,"nm0000552"
2317,"nm0914058"
2347,"nm0676361"
2416,"nm0002340"
2416,"nm0951206"
2416,"nm0619547"
2416,"nm0776114"
2601,"nm0090151"
2601,"nm0000184"
2601,"nm0583675"
2601,"nm0442241"
2750,"nm0323945"
2750,"nm0295271"
2805,"nm0797017"
2805,"nm0616851"
5573,"nm0436543"
2828,"nm0228262"
2828,"nm0000241"
2828,"nm0115486"
5632,"nm0941992"
2989,"nm0090151"
2989,"nm0000948"
2989,"nm0614775"
2996,"nm0933865"
2996,"nm0537363"
2996,"nm0001220"
3039,"nm0744429"
3039,"nm0254645"
2835,"nm0434395"
2835,"nm0594503"
3158,"nm0911486"
3262,"nm0257044"
3262,"nm0734804"
3320,"nm0208923"
3504,"nm0000455"
3542,"nm0421099"
163,"nm0000127"
163,"nm0804345"
163,"nm0817468"
163,"nm0092018"
3615,"nm0056514"
3615,"nm0056548"
3710,"nm0322058"
3710,"nm0539820"
5854,"nm0084090"
3768,"nm0304665"
3768,"nm0541632"
3768,"nm0000165"
3818,"nm0000175"
3896,"nm0411477"
3896,"nm0698493"
3896,"nm0193615"
3987,"nm0342617"
4072,"nm0009107"
4072,"nm0009106"
4072,"nm0647592"
4072,"nm0957263"
4184,"nm0601619"
4063,"nm0650877"
4063,"nm0733394"
4270,"nm0423524"
4270,"nm0503053"
4270,"nm0034483"
4334,"nm0056958"
4334,"nm0838441"
4334,"nm0941703"
4334,"nm0906997"
4334,"nm0476065"
4334,"nm0000698"
4399,"nm0919720"
4399,"nm0835299"
4399,"nm0122787"
4419,"nm0000127"
4465,"nm0685673"
4656,"nm0734472"
4656,"nm0000638"
4656,"nm0071790"
4656,"nm0521739"
4684,"nm0363326"
4838,"nm0271098"
5743,"nm0442454"
6496,"nm0795461"
6496,"nm0088793"
6496,"nm0677943"
6496,"nm0143596"
6496,"nm0258390"
6524,"nm0946148"
6524,"nm0505409"
6524,"nm1411461"
6533,"nm0000455"
6593,"nm0480166"
6593,"nm0140643"
6593,"nm0001232"
6598,"nm0591387"
6232,"nm0012258"
6232,"nm0498775"
6751,"nm0001188"
6786,"nm0176256"
6786,"nm0941810"
4916,"nm0914058"
4916,"nm0135470"
4916,"nm0036714"
4916,"nm0918266"
280,"nm0730313"
280,"nm0260675"
280,"nm0750701"
430,"nm0004591"
430,"nm0006854"
430,"nm0835732"
430,"nm0001353"
430,"nm0343419"
430,"nm0211823"
430,"nm0000552"
536,"nm0755312"
536,"nm0001873"
557,"nm0000709"
557,"nm0301826"
742,"nm0893207"
742,"nm0503609"
742,"nm0783544"
821,"nm0000941"
821,"nm0714599"
5042,"nm0188165"
5042,"nm0004366"
1006,"nm0520683"
1006,"nm0720675"
1091,"nm0238841"
1136,"nm0504495"
1136,"nm0003676"
1136,"nm0804345"
1286,"nm0000691"
1321,"nm0086658"
1342,"nm0000600"
1342,"nm0679326"
1342,"nm0706898"
1342,"nm0325653"
1342,"nm0325662"
1361,"nm0001801"
1361,"nm0000129"
1398,"nm0275286"
1473,"nm0211823"
1473,"nm0724514"
1473,"nm0905709"
1473,"nm0861636"
933,"nm0150929"
933,"nm0504980"
933,"nm0000247"
4931,"nm0334839"
4931,"nm0000940"
1658,"nm0000318"
1658,"nm0003031"
5293,"nm0087861"
1914,"nm0276823"
5348,"nm0000921"
2192,"nm0000175"
2192,"nm0261176"
2203,"nm0351919"
2203,"nm0001060"
5430,"nm0860292"
5430,"nm0922799"
5444,"nm0041194"
5444,"nm0056217"
2281,"nm0533978"
2281,"nm1171463"
2281,"nm0822582"
2281,"nm0266430"
2342,"nm0632405"
2342,"nm0442241"
2342,"nm0442249"
2345,"nm0278626"
2345,"nm0573796"
5487,"nm0930241"
5487,"nm0879179"
5509,"nm0002007"
5509,"nm0272511"
5509,"nm0829329"
5509,"nm0787072"
4415,"nm0265914"
4415,"nm0310168"
4415,"nm0287578"
4415,"nm0227779"
4415,"nm0857904"
1329,"nm0878716"
1329,"nm0462895"
2632,"nm0063785"
2697,"nm0748022"
2739,"nm0788234"
3023,"nm0913027"
3023,"nm0000241"
3023,"nm0504802"
3070,"nm0002132"
3070,"nm0411477"
3075,"nm1075295"
3075,"nm0558577"
3075,"nm0163706"
3077,"nm0325717"
3077,"nm0696319"
3186,"nm0169540"
3201,"nm0334457"
3201,"nm0896131"
3271,"nm0581224"
3272,"nm0000389"
3309,"nm0001054"
3309,"nm0001053"
3309,"nm0358591"
3324,"nm0143164"
3324,"nm0143165"
3324,"nm0954693"
3324,"nm0765154"
3327,"nm0000175"
3327,"nm0001279"
3343,"nm0000490"
3403,"nm0650561"
3403,"nm0189979"
3428,"nm0496459"
3512,"nm0679326"
