"id","tconst","directors","writers"
4919,"tt0368564","nm0568978","nm0568976,nm0568978,nm1386910"
462,"tt0368578","nm0505152","nm1027958,nm1257282,nm0826425,nm0918955"
4639,"tt0368658","nm0264236","nm0368774"
2634,"tt0368667","nm0632788,nm3252786,nm0559535,nm1387613","nm0051939,nm1385432,nm0208878"
3119,"tt0368668","nm0372072","nm0066080,nm0371890,nm0431956,nm0606328"
1682,"tt0368709","nm0001081","nm0001081"
1838,"tt0368721","nm0623715","nm0623715"
3507,"tt0368891","nm0005509","nm0467942,nm0926727,nm0926729,nm0043233,nm1469874"
5918,"tt0368933","nm0005190","nm0127690,nm0920859,nm0722274"
2606,"tt0369060","nm0490487,nm0538320","nm0538320,nm0159039"
1182,"tt0369339","nm0000520","nm0064181"
1966,"tt0369436","nm1164861","nm0020820,nm0933128,nm0524190,nm0601859"
2791,"tt0369610","nm1119880","nm0415425,nm0798646,nm1119880,nm2081046,nm0000341"
3366,"tt0369735","nm0525659","nm0462525"
829,"tt0370359","nm1048574","nm1294453,nm2833005"
3485,"tt0370986","nm0000777","nm0000777,nm1721077"
3812,"tt0371075","nm0145036","nm1171761"
4593,"tt0371246","nm0000985","nm0000985"
502,"tt0371552","nm0280745,nm0597026","nm0331453,nm0879853,nm1081315,nm0280745,nm0493857,nm0850844,nm1500863"
1086,"tt0371606","nm0227540","nm0227540,nm0448208,nm0070368,nm1943855,nm1201710"
5475,"tt0371724","nm1134029","nm0010930,nm0456732"
2659,"tt0371746","nm0269463","nm1318843,nm1319757,nm1436466,nm0391344,nm0498278,nm1411347,nm1293367,nm0456158"
4308,"tt0371937","nm0397431","nm0615209"
5056,"tt0372183","nm0339030","nm0524924,nm0006904"
2220,"tt0372237","nm0838198","nm0741740,nm0740115,nm0771065,nm0865847"
6251,"tt0372532","nm0453270","nm1814871,nm1401416"
4852,"tt0372588","nm0005295","nm0005295,nm0001778,nm0103702"
618,"tt0372784","nm0634240","nm0004170,nm0275286,nm0634240"
5115,"tt0372824","nm0056725","nm0152145,nm0923941,nm0637660,nm0056725,nm0519969"
5322,"tt0372919","nm1154950,nm1154951","nm1154950,nm1154951"
2897,"tt0373074","nm0159507","nm0159507,nm0874683,nm0403230,nm0151013"
3492,"tt0373183","nm0483053","nm0483053"
4255,"tt0373283","nm0514662","nm1418750,nm0926449"
6761,"tt0373450","nm0000382","nm0000382,nm0392035"
2866,"tt0373469","nm0000948","nm0356539,nm0000948"
1686,"tt0373816","nm1410521","nm1410521"
2293,"tt0373889","nm0946734","nm0325533,nm0746830"
5543,"tt0373926","nm0001628","nm0826369,nm0911422,nm1017488,nm0291082,nm0001873"
3687,"tt0374102","nm0448900","nm0448900"
2607,"tt0374339","nm0490487,nm0538320","nm0538320,nm0159039"
4630,"tt0374546","nm1104118","nm1104118"
991,"tt0374563","nm0423646","nm0169540,nm2289183"
1075,"tt0374569","nm0001752","nm0118224,nm0886430,nm0346466"
3497,"tt0374900","nm0381478","nm0381478,nm1415801"
6774,"tt0375210","nm0768249","nm0425894"
5127,"tt0375664","nm0912238",NA
2957,"tt0375912","nm0891216","nm1129753"
4008,"tt0376105","nm0238865","nm1419268,nm1176853,nm0210320,nm0238865"
4171,"tt0376128","nm0019841","nm2858501,nm1261545"
6011,"tt0376136","nm0732430","nm0732430,nm0860219"
372,"tt0376479","nm0000191","nm0744980,nm0738908"
1154,"tt0376541","nm0001566","nm0544999"
1923,"tt0377062","nm0601382","nm0375355,nm0291082,nm0122653"
2918,"tt0377084","nm0001097","nm0516810,nm0001097"
3245,"tt0377091","nm1096524","nm1096524"
3246,"tt0377092","nm0914132","nm1577281,nm0275486"
5987,"tt0377109","nm0620378","nm0472567,nm0840626,nm0847126"
635,"tt0377471","nm0336620","nm0001465,nm0826041"
1289,"tt0377713","nm0053228","nm0053228"
1366,"tt0377749","nm0877366","nm1440023"
5265,"tt0377818","nm0151540","nm0907296,nm1016088,nm1627554"
2144,"tt0377981","nm0038432","nm0726978,nm0147700,nm0123666,nm1486235,nm1271884,nm2050680,nm0038432,nm0819522,nm0975322,nm0748672,nm0436851,nm0910559,nm0000636"
2639,"tt0378109","nm0007082","nm0425780"
2838,"tt0378194","nm0000233","nm0000233,nm0000235"
3840,"tt0378564","nm1171770","nm1171770,nm3053444"
3263,"tt0378947","nm0000095","nm0000095"
1176,"tt0379217","nm0000464","nm0000464"
128,"tt0379306","nm0054954","nm0928492,nm0385392"
3229,"tt0379375","nm1162002","nm1162002"
6427,"tt0379557","nm0531817","nm1440698"
980,"tt0379725","nm0587955","nm0001246,nm1707307"
4347,"tt0379786","nm0923736","nm0923736"
2963,"tt0379865","nm0000123","nm1445106,nm0717733"
3305,"tt0379891","nm1446437,nm0953978","nm1446437,nm0953978"
1167,"tt0380268","nm0169253",NA
3681,"tt0380328","nm1451264","nm0814281"
5161,"tt0380349","nm0073322","nm0002010,nm0217033,nm1091004"
2147,"tt0380389","nm0134176","nm1449019,nm1171743,nm0166074,nm0478588"
5695,"tt0380510","nm0001392","nm0909638,nm0101991,nm0001392,nm1451254"
4273,"tt0380687","nm0006639","nm0006639"
4938,"tt0381008","nm0863816","nm0488649,nm0863816"
1010,"tt0381061","nm0132709","nm0701031,nm0905498,nm0353673,nm0001220"
5111,"tt0381086","nm1483021,nm1117214","nm1163919,nm1117214"
1540,"tt0381147","nm1676035","nm1676035"
5895,"tt0381348","nm1396121,nm1491554","nm1396121,nm1016096"
667,"tt0381681","nm0000500","nm0000500,nm0000365,nm0000160,nm0471811"
6768,"tt0381707","nm0005540","nm0005540,nm0915465,nm0005541,nm0568377,nm0811360,nm0177348"
64,"tt0381849","nm0003506","nm0919925,nm0104973,nm0351929,nm0001465"
3482,"tt0382189","nm0667734","nm1713410,nm0667734,nm1721806"
5188,"tt0382625","nm0000165","nm0326040,nm1467010"
4036,"tt0382932","nm0083348,nm0684342","nm0083348,nm0684342,nm0135296,nm1486235,nm1271884,nm0677037"
6159,"tt0383010","nm0125803,nm0268380","nm0148808,nm0125803,nm0268380"
4815,"tt0383028","nm0442109","nm0442109"
6929,"tt0383060","nm0382072","nm0726472,nm1183854,nm0504670"
809,"tt0383222","nm0093051","nm0877587"
3589,"tt0383534","nm0001590","nm1011326"
3854,"tt0383574","nm0893659","nm0254645,nm0744429,nm0064181,nm0938684"
6616,"tt0383694","nm0005139","nm0005139"
1285,"tt0384286","nm0905592","nm0905592,nm0062149"
4450,"tt0384537","nm0304521","nm0000812"
2829,"tt0384642","nm0245888","nm1080144,nm0748874"
6249,"tt0384680","nm0893659","nm0175726"
234,"tt0384793","nm0684336","nm0991423,nm0177836,nm0171651"
4941,"tt0384806","nm1497918","nm0466925,nm0030663,nm0827839,nm0527567,nm0527582"
493,"tt0384814","nm0001801","nm0001801,nm0266899"
2200,"tt0385002","nm0591994","nm0591994,nm1471990,nm0791285"
2456,"tt0385004","nm0955443","nm1104077,nm0910841,nm0955443"
5689,"tt0385059","nm0330100",NA
2567,"tt0385267","nm0919369","nm0919369"
5783,"tt0385277","nm0576529","nm0576529,nm1162018"
6368,"tt0385290","nm0319690","nm1472795"
1877,"tt0385700","nm0634602,nm1481959","nm1081992,nm1638748,nm0457592,nm0634602,nm0756983"
5333,"tt0385705","nm0522393","nm1661895,nm0522393"
2143,"tt0385726","nm1595280","nm1480450,nm0319619"
5388,"tt0385752","nm0919363","nm0919363,nm1099514"
5110,"tt0385870","nm1473420","nm1077932"
3365,"tt0385880","nm1481493","nm1363595,nm1041479,nm0972040"
3393,"tt0385887","nm0001570","nm0001570,nm0504672"
3532,"tt0386005","nm0150802","nm0950701"
4444,"tt0386032","nm0601619","nm0601619"
6762,"tt0386117","nm0005069","nm0005069,nm1101630,nm0784124"
6553,"tt0386131","nm1473420","nm1135084"
5644,"tt0386140","nm0132709","nm0649460,nm0476064,nm0254645,nm0744429,nm0191547"
2387,"tt0386588","nm0855035","nm1358355"
4892,"tt0386695","nm1096212,nm1288611,nm4767266","nm0220798,nm3951121,nm1557889,nm1122940,nm15686386,nm0949210,nm1552771"
4093,"tt0386741","nm1466691","nm0478799,nm1141181,nm0441301,nm0693898,nm0713412"
5152,"tt0387131","nm0576987","nm0128997,nm0494170"
3282,"tt0387412","nm0075666,nm0802501",NA
3620,"tt0387458","nm0836825","nm0836825"
3940,"tt0387514","nm0950226","nm0950226"
4285,"tt0387564","nm1490123","nm1191481,nm1490123"
4336,"tt0387575","nm0238841","nm0238841"
2544,"tt0387808","nm0431918","nm0431918,nm1000113"
5028,"tt0387877","nm0000361","nm0295264,nm0255278"
959,"tt0387898","nm0359734","nm0359734"
1084,"tt0387925","nm0898547","nm0574516,nm0898534"
2678,"tt0388139","nm0236226","nm0236226"
2857,"tt0388182","nm0128687","nm0128687"
2154,"tt0388285","nm0341716","nm1307411,nm0784177"
1112,"tt0388419","nm0005387","nm0001300,nm0001060"
6396,"tt0388473","nm1561203,nm0464804","nm0464804,nm0633730"
6448,"tt0388482","nm0504642","nm0000108,nm0436543"
6346,"tt0388483","nm1334773","nm0595062,nm1304475,nm2780927"
646,"tt0388500","nm0937306","nm0402804,nm0486824,nm0888491"
906,"tt0388795","nm0000487","nm0698925,nm0573505,nm0652223"
5123,"tt0388837","nm0954693","nm0954693"
1973,"tt0388952","nm0663328","nm1088298,nm0663328"
5421,"tt0388980","nm0000200","nm0004111"
4151,"tt0389328","nm0349406","nm0349406"
752,"tt0389557","nm0000682","nm0812121,nm0000682"
65,"tt0389722","nm1720541","nm0632051,nm0064181,nm0625198,nm2615528"
656,"tt0389790","nm0971239,nm9054338","nm0000632,nm0272324,nm0546267,nm0732165,nm0552092,nm1166844"
1655,"tt0389957","nm0121653","nm0121653"
2011,"tt0390022","nm0000916","nm0084334,nm0169173,nm0000916"
3941,"tt0390384","nm1503403","nm1503403"
4765,"tt0390521","nm1041597","nm1041597"
72,"tt0390808","nm0545356","nm0545356,nm2389602,nm1272853,nm1490352"
1448,"tt0391067","nm1519279,nm1519314","nm1519314"
145,"tt0391304","nm0170719","nm0528260"
5835,"tt0392878","nm1519306,nm1512429","nm1512920,nm1557909"
238,"tt0393024","nm1419633","nm1419633,nm1425398"
1164,"tt0393162","nm0141961","nm0777043,nm0309691"
4083,"tt0393635","nm0668292","nm0668292"
4271,"tt0393685","nm0825360","nm0825360"
2446,"tt0395169","nm0313623","nm0669311,nm0313623"
1023,"tt0395495","nm0335666","nm0335666"
5235,"tt0395584","nm0957772","nm0957772"
5853,"tt0395699","nm0788202","nm0502073,nm0304830"
3811,"tt0396171","nm0878756","nm0001949,nm0251536,nm0878756,nm0845752"
6706,"tt0396269","nm0229694","nm0264520,nm1462097"
3258,"tt0396555","nm0027459","nm0007075,nm0090614,nm2320658,nm1977355,nm1950901,nm1853872,nm0027459,nm0431622,nm2558161"
1840,"tt0396592","nm0959034","nm0001070,nm0456063"
2540,"tt0396652","nm0299563","nm0127690,nm0204678"
6045,"tt0396707","nm0190780","nm1413455,nm0016895,nm0332146"
3495,"tt0396752","nm0428600","nm0000668,nm0104447"
800,"tt0397044","nm0902290","nm0472567,nm0484907,nm0458413"
6073,"tt0397101","nm0812200","nm0472567"
1488,"tt0397105","nm0855903","nm0855903,nm1124734,nm1127844"
1660,"tt0397313","nm0550881","nm0226547,nm0410945,nm0475542,nm0633986,nm0756944"
3267,"tt0397535","nm0551128","nm0842523,nm1006264"
1551,"tt0398027","nm0414817","nm0414817"
4223,"tt0398375","nm0001661","nm0341372"
498,"tt0398712","nm0724938","nm0000118,nm0218621"
894,"tt0398808","nm0190780","nm0830969,nm1547579,nm0665505"
5150,"tt0398883","nm0815204","nm0815204"
1501,"tt0398913","nm0477035","nm0493369,nm1604669,nm1603708"
6437,"tt0399095","nm0471086","nm1433580,nm1481618"
134,"tt0399146","nm0000343","nm0905957,nm1583671,nm0647939"
3078,"tt0399295","nm0629272","nm0629272"
314,"tt0400150","nm1147848","nm1095625,nm0528969,nm0785164"
1832,"tt0400426","nm0093051","nm1178069,nm1396574,nm2768719"
2348,"tt0400497","nm1286340","nm0502073,nm0304830,nm0332184,nm0587692,nm0991423,nm0119423"
5519,"tt0400525","nm0000601","nm0751720,nm0000914,nm0680779"
5130,"tt0400538","nm0647718","nm0678955"
954,"tt0401085","nm0885249","nm0885249,nm1583617"
453,"tt0401233","nm0032925","nm0794385,nm1602468,nm1591006"
5247,"tt0401383","nm0773603","nm0367838,nm1568285"
1618,"tt0401394","nm0201801","nm1804369"
1868,"tt0401420","nm0001162","nm0936999"
129,"tt0401445","nm0000631","nm0458884,nm0562706"
2741,"tt0401729","nm0004056","nm0004056,nm0028764,nm0149290,nm0123194"
4461,"tt0401792","nm0588340,nm0000233,nm0001675","nm0588340,nm0001675"
6547,"tt0401855","nm0936482","nm0564286,nm0936482,nm0340485"
873,"tt0401997","nm0712753","nm0563240,nm0745360,nm0712753"
257,"tt0402022","nm0476201","nm0006534,nm0542062,nm0161285"
691,"tt0402057","nm0348274","nm0078566,nm1511619"
1697,"tt0402158","nm0619599","nm0335096,nm0619599,nm0002010,nm0647374,nm0584770,nm2236676"
5551,"tt0402551","nm1573013","nm1077932"
5019,"tt0402850","nm0617042","nm0295642"
4188,"tt0403455","nm0002700","nm0888491"
6069,"tt0403508","nm0477129","nm1569351,nm0258286,nm0151358"
241,"tt0403935","nm0222150","nm6859370,nm1209132,nm0222150"
5291,"tt0404032","nm0220600","nm0090199,nm0220600"
3031,"tt0404203","nm0276062","nm0276062,nm0674909"
5817,"tt0404802","nm0366004","nm0366004,nm0877587"
3310,"tt0405159","nm0000142","nm0353673,nm0101801"
180,"tt0405296","nm0000500","nm0001140,nm0000500"
4584,"tt0405336","nm0446819","nm0446819"
604,"tt0405743","nm0001709","nm0001709,nm0696605,nm0901877,nm1837015"
1013,"tt0405821","nm1589546","nm1589546,nm0766199,nm1591046,nm1033745"
6275,"tt0406372","nm0846993","nm1633114,nm0395961"
6915,"tt0406375","nm0269463","nm0885575,nm0462895,nm0436960"
5120,"tt0406650","nm1242062","nm1160420,nm1242062"
5435,"tt0406816","nm0001112","nm0109587"
3907,"tt0407121","nm0632893","nm0389830,nm0818746,nm0590316"
5225,"tt0407887","nm0000217","nm1184258,nm0538320,nm0159039"
5768,"tt0407998","nm0074488","nm0149446,nm0074488,nm2117209"
4791,"tt0408236","nm0000318","nm0517589,nm0923839,nm0093904"
3423,"tt0408306","nm0000229","nm1065785,nm0744839,nm0427305"
1893,"tt0408345","nm0518644","nm2147635"
573,"tt0408524","nm0000500","nm0484111,nm0275629,nm0720135"
1924,"tt0408790","nm0777881","nm1618225,nm0712753"
6861,"tt0408852","nm1618122","nm1618311"
2939,"tt0408985","nm0911061","nm0696949,nm0780620,nm0697362"
3914,"tt0409182","nm0000583","nm0698873,nm0302904"
4239,"tt0409184","nm0458251","nm0458251"
2570,"tt0409379","nm0771613","nm0957652,nm0068428,nm0771613"
6684,"tt0409459","nm0811583","nm1733301,nm0371684,nm0874844"
1248,"tt0409847","nm0269463","nm0649460,nm0476064,nm0511541,nm1318843,nm1319757,nm0644203,nm0003321"
2497,"tt0410097","nm0108132","nm0108132"
5600,"tt0410297","nm0002159","nm1430632,nm0453442,nm1022446"
3566,"tt0410377","nm0280814,nm0505662","nm0477279,nm0563394,nm0505662,nm0280814,nm1646537"
6365,"tt0410764","nm0000416","nm0342617,nm0000416,nm1616194"
90,"tt0411061","nm0000816","nm0860155"
437,"tt0411118","nm1362432","nm1362432"
877,"tt0411195","nm0001403","nm0001403,nm0564496"
4989,"tt0411270","nm0002191","nm0002191,nm0070152,nm0864812"
2331,"tt0411475","nm0084114","nm0084114"
2334,"tt0411477","nm0868219","nm0868219,nm0586005"
93,"tt0411705","nm0935863","nm0935863"
913,"tt0412019","nm0000464","nm0000464,nm2260851,nm0238138"
6285,"tt0412080","nm0002044","nm0002044"
892,"tt0412536","nm0418982","nm0203577,nm0110591,nm0915284"
1745,"tt0413099","nm0001723","nm0466175,nm0641479,nm0644203,nm0169505,nm0812513"
4437,"tt0413267","nm1844237,nm0401203","nm0825308,nm0011470,nm0696949,nm0780620,nm1844237,nm0912403,nm0254645,nm0744429,nm0776107,nm0830294"
4614,"tt0413300","nm0000600","nm0000600,nm0706898,nm0765091,nm0498278,nm0228492"
1066,"tt0413895","nm0935095","nm0335666,nm0456732,nm0358839,nm0924754"
1681,"tt0414055","nm0001408","nm0629933,nm0386694"
3934,"tt0414387","nm0942504","nm0595738,nm0000807,nm0000668"
1494,"tt0414852","nm0603628","nm0000108,nm1098947"
607,"tt0414853","nm0644203","nm0644203"
5949,"tt0414951","nm0044803","nm1459623,nm1460116"
1875,"tt0414982","nm0939128","nm0604688,nm0939128,nm0714695"
3212,"tt0415965","nm0583675","nm0060106,nm0866038,nm0314775"
3243,"tt0415978","nm0432380","nm0432380"
3356,"tt0416044","nm0091076","nm0019732,nm0091076"
4114,"tt0416185","nm0527109","nm0097544,nm0122335,nm2622304"
6094,"tt0416236","nm0914132","nm0456732,nm1183854,nm0000626,nm1650403,nm1649488"
6835,"tt0416315","nm0572562","nm0572562"
3225,"tt0416320","nm0000095","nm0000095"
67,"tt0416449","nm0811583","nm0811583,nm0426500,nm1290582,nm0588340,nm2241067"
592,"tt0416496","nm1461392,nm1650283","nm0000108,nm0436543"
651,"tt0416508","nm0418982","nm0000807,nm0393495,nm0931650"
5091,"tt0416630","nm0090013","nm1650316,nm0528176"
3437,"tt0417001","nm0325204","nm1654465,nm0325204"
4206,"tt0417096","nm0377896","nm0377896"
4260,"tt0417106","nm1352172","nm2363288,nm0893128,nm1352172"
4522,"tt0417148","nm0254786","nm1733422,nm0349406,nm2154048"
94,"tt0417397","nm0094080","nm2659066,nm0466614"
426,"tt0417433","nm0510912","nm1152581"
1805,"tt0417658","nm0357584","nm0001977,nm0357584,nm0823196"
2292,"tt0417741","nm0946734","nm0460141,nm0746830"
4849,"tt0418229","nm1506891","nm1506891"
244,"tt0418455","nm0421314","nm0421314"
1907,"tt0418689","nm0000142","nm0115310,nm0353673,nm1669383,nm0694612"
2706,"tt0418763","nm0005222","nm0115310,nm1666018"
2782,"tt0418773","nm0607275","nm0533666"
2928,"tt0418819","nm0001681","nm0001681"
2999,"tt0418832","nm0899364","nm1083676,nm0899364,nm2316149"
6160,"tt0419198","nm0000905","nm0000905,nm0148437"
6613,"tt0419246","nm0176133,nm0798161",NA
6156,"tt0419294","nm0000169","nm0037247"
1491,"tt0419692","nm1384445","nm1384445"
1538,"tt0419706","nm0005647","nm1709264,nm0834338"
1642,"tt0419717","nm0002657","nm0002657"
2580,"tt0419843","nm0440459","nm0440459"
5591,"tt0419887","nm0286975","nm1125275,nm1672161"
5734,"tt0419946","nm1669022","nm1511698,nm0568416"
3413,"tt0419984","nm0318916","nm0138733,nm1404095"
173,"tt0420087","nm0000265","nm0445087,nm0493855"
4712,"tt0420223","nm0286975","nm1590998"
6132,"tt0420238","nm0271402,nm0828207","nm1164216,nm0002657,nm0574509,nm0899531"
6144,"tt0420294","nm0509448","nm1417242,nm0775017"
2470,"tt0420555","nm0088397","nm0088397"
4492,"tt0420886","nm0374663","nm0374663"
6168,"tt0420967","nm1680237","nm1680237,nm0394303"
475,"tt0421041","nm0329229","nm0329229"
4720,"tt0421073","nm0043742","nm0255278,nm0934483,nm1150145"
2207,"tt0421206","nm0423333","nm0536587,nm0281133"
5933,"tt0421238","nm0384825","nm0147022"
5184,"tt0421715","nm0000399","nm0744839,nm0842523,nm0280234"
724,"tt0421729","nm0925870","nm0722610,nm0702912"
2553,"tt0421994","nm0662530","nm0662530"
1463,"tt0422093","nm0335337","nm1347153"
2050,"tt0422295","nm0787601","nm0933379,nm0098382"
2104,"tt0422320","nm1359360","nm1419442,nm1359360,nm0348015"
461,"tt0422774","nm0139867","nm0659085,nm0291035,nm1027958,nm1257282,nm0625026"
4410,"tt0423169","nm0172877","nm0172877"
4777,"tt0423294","nm0105169,nm0118333","nm0722610,nm0105169,nm0118333,nm1074134,nm0996099,nm2558161"
63,"tt0423866","nm1104118","nm15621750,nm1104118"
1059,"tt0423977","nm0689343","nm1122978"
1932,"tt0424095","nm0101047,nm0271402","nm0166074,nm0478588,nm0515941,nm0444653,nm0204030,nm0271402,nm0520485,nm0101047,nm0279729,nm0414608,nm0638586,nm0003201"
2766,"tt0424205","nm0137228","nm0137228"
1142,"tt0424345","nm0003620","nm0003620"
6855,"tt0424404","nm1064945","nm1101186"
1234,"tt0424908","nm0002140","nm0729151,nm0929349"
2099,"tt0425061","nm0781842","nm0040022,nm0256079,nm0000316,nm0377750"
2439,"tt0425112","nm0942367","nm0942367,nm0670408"
3120,"tt0425210","nm0006476","nm1429512"
3722,"tt0425326","nm0420112","nm1286500,nm0420112"
5757,"tt0425430","nm0659380,nm0161152","nm1187126,nm0267805"
4568,"tt0426578","nm0745131","nm0106937"
4770,"tt0426592","nm0563301","nm0563301"
345,"tt0426883","nm0001024","nm0001024"
519,"tt0426931","nm0792202","nm0145309,nm0366337,nm1554513"
1478,"tt0427152","nm0005366","nm1115862,nm1911349,nm0891554"
1807,"tt0427229","nm0223359","nm0040022,nm0256079"
5408,"tt0427309","nm0000243","nm0251935,nm2831777,nm2872558"
2210,"tt0427312","nm0001348","nm0001348"
2238,"tt0427327","nm0788202","nm0228908,nm0000691,nm1764916,nm0576070"
3224,"tt0427340","nm1325899","nm2752098"
4574,"tt0427456","nm1403029,nm1760840",NA
5681,"tt0427470","nm0291082","nm0291082"
4881,"tt0427944","nm0718646","nm0718646,nm1740772"
2402,"tt0427969","nm0002339","nm0076602"
5201,"tt0428446","nm0852363","nm0852363"
4737,"tt0428579","nm0458884","nm0458884,nm1746304"
3196,"tt0428803","nm0415207","nm0415207,nm0275260,nm1471001"
4360,"tt0429078","nm0007139","nm1295635,nm0007139,nm0156451,nm0161159,nm3562076"
4622,"tt0429115","nm0201524","nm1743408,nm0201524,nm1376938"
4902,"tt0429493","nm0138620","nm0138620,nm0089141,nm0940790,nm0526967,nm0004798"
4947,"tt0429589","nm0204884","nm0204884,nm1752042"
457,"tt0429591","nm0020491","nm1735367,nm0070566,nm0388805"
2259,"tt0430247","nm1027689","nm1699849"
3036,"tt0430304","nm0005540","nm0005540,nm0915465,nm0005541"
2097,"tt0430308","nm0006487,nm16037646","nm1010540"
3287,"tt0430357","nm0000520","nm0000520,nm0947608"
6043,"tt0430576","nm0170043","nm0170043"
4694,"tt0430634","nm0070566","nm0070566"
1758,"tt0430779","nm0103595,nm0001659,nm0820800","nm0476051,nm2090115,nm2342369"
614,"tt0430912","nm0001994","nm0000390,nm0054713,nm0063785"
4187,"tt0430922","nm0906476","nm0000251,nm0380819,nm0748620,nm0906476,nm0547800"
5903,"tt0431021","nm0097079","nm1340000,nm0925482,nm1757236"
4186,"tt0431375","nm1173144","nm1173144"
5740,"tt0431915","nm0970382","nm0503287,nm0970382"
4788,"tt0432117","nm0208113","nm0353584"
1823,"tt0432283","nm0027572","nm0001094,nm0027572,nm0000876"
4287,"tt0432348","nm1135423","nm1191481,nm1135423"
1804,"tt0432402","nm0382584","nm0561359,nm0598168,nm1771410"
2893,"tt0432637","nm0004363","nm0080327,nm0080432,nm0409790,nm2410557,nm1300956,nm0004363"
4047,"tt0433035","nm0506613","nm0309691,nm0319659,nm0505230,nm0558577"
1356,"tt0433362","nm1294961,nm1294962","nm1294961,nm1294962"
2167,"tt0433383","nm0000123","nm0000123,nm0381416"
5432,"tt0433386","nm1234345","nm0839812,nm1234345"
2295,"tt0433387","nm0043742","nm0043742"
3226,"tt0433412","nm0004838","nm1735367,nm1890301,nm1898779"
5790,"tt0433416","nm0619762","nm0850247,nm1768298"
1667,"tt0434008","nm0864775","nm0946883,nm1429767"
2863,"tt0434124","nm0418982","nm0213017,nm0278759"
1203,"tt0434131","nm1776038","nm1773623,nm1733310"
6581,"tt0434409","nm0574625","nm0905152,nm0905154,nm2331222"
6766,"tt0435528","nm0376664","nm0096319"
5227,"tt0435625","nm0551076","nm0551076"
5379,"tt0435651","nm0637518","nm2276729,nm0004332,nm0523342"
5406,"tt0435653","nm0579079","nm1778066,nm1778075"
2820,"tt0435679","nm1383079","nm0951390,nm1383079,nm1966008"
5636,"tt0435686","nm0661751","nm0165021,nm0641451,nm1740878"
6433,"tt0435761","nm0881279","nm0005124,nm0004056,nm0881279,nm1578335,nm0028764,nm0721675,nm2938045"
4950,"tt0436078","nm0422710,nm0699037",NA
2023,"tt0436331","nm0392237","nm0392237"
2055,"tt0436339","nm0947087","nm0926727,nm0926729,nm0947087,nm0416408"
313,"tt0437086","nm0001675","nm0000116,nm0436164,nm1738737"
1022,"tt0437232","nm0637518","nm0806256"
290,"tt0437800","nm0040328","nm0040328"
676,"tt0437857","nm1795664","nm1795664,nm1818268"
4995,"tt0437863","nm0240797","nm0184445,nm0841910"
2539,"tt0438097","nm0757858","nm0310087,nm0841532,nm2186362,nm5022110"
3136,"tt0438205","nm1802009","nm1802847"
6578,"tt0438288","nm0866536","nm0673155,nm0866536"
3977,"tt0438296","nm0735276","nm0735276,nm0137491"
3793,"tt0438315","nm0759207","nm0076791,nm1825212"
4873,"tt0438488","nm0629334","nm0104335,nm0274905"
540,"tt0439123","nm0643664,nm2670683","nm0643664"
2491,"tt0439211","nm0608668",NA
4231,"tt0439289","nm0614682","nm0614682,nm1802493"
2613,"tt0439630","nm0490487,nm0538320,nm1442561","nm1482322,nm0159039"
1817,"tt0439662","nm0463316","nm2042791,nm0463316"
5057,"tt0440963","nm0339030","nm0006904,nm1994243,nm1079776,nm0524924"
2898,"tt0441773","nm0651706,nm0828970","nm0008743,nm0074184,nm0717550,nm0903456,nm1938852"
4678,"tt0441796","nm0068587","nm0068587,nm1834343"
1322,"tt0441881","nm0826541","nm0064181,nm1792356,nm1764825,nm0838283,nm4870103"
6645,"tt0441909","nm0000264","nm0000264"
535,"tt0441914","nm6799760","nm1257258,nm6799760"
690,"tt0442933","nm0000709","nm0301274,nm0000812,nm1511619"
3053,"tt0443231","nm0475905","nm0475905"
3021,"tt0443272","nm0000229","nm1065785,nm0329447"
6607,"tt0443274","nm0871428","nm1633356"
6905,"tt0443295","nm0331532","nm0120816,nm0452235,nm0789520,nm0480048,nm0205070,nm0140717"
432,"tt0443431","nm0827171","nm0827171,nm0436228"
528,"tt0443435","nm0317368","nm0026829,nm0317368,nm1414810"
670,"tt0443465","nm0262635","nm0060103,nm2267102,nm1281191,nm1343759"
1656,"tt0443496","nm0002340","nm0000519"
5443,"tt0443527","nm1243970,nm0282921","nm1243970,nm0282921,nm1670930"
2421,"tt0443536","nm0249897,nm0250410,nm0498555","nm0249897,nm0250410,nm0498555"
3264,"tt0443584","nm0345174","nm0016628,nm0267451,nm0345174,nm1605150"
8,"tt0443649","nm0000386","nm0000386,nm0460057"
4959,"tt0443680","nm0231596","nm0231596,nm0361069"
6583,"tt0443687","nm0395937","nm0395937"
6290,"tt0443701","nm0004810","nm0819487,nm0004810"
6922,"tt0443706","nm0000399","nm0888743,nm1172196"
1061,"tt0444418","nm0305368","nm0126830,nm0276466,nm0305368"
2818,"tt0444653","nm0425894","nm0751720,nm0425894"
5963,"tt0444682","nm0394280","nm0370928,nm0370937,nm2024187"
3757,"tt0445620","nm0009463","nm0009463,nm1178208,nm0388293"
239,"tt0445922","nm0853380","nm0166074,nm0478588,nm0853380"
779,"tt0445934","nm0330347,nm0817447","nm1837763,nm1829796,nm0005311,nm1014365,nm1015106"
849,"tt0445935","nm0622695","nm0622695"
5080,"tt0445939","nm0678786","nm0678786"
5154,"tt0445946","nm0000915","nm0441859,nm1847822"
4309,"tt0446029","nm0942367","nm0045209,nm0942367,nm1854069"
4822,"tt0446046","nm0295107","nm0396817"
1605,"tt0446687","nm0110591","nm0110591"
2367,"tt0447996","nm1144307","nm1144307"
