"id","nconst"
353,"nm0645072"
353,"nm0005816"
353,"nm0325263"
353,"nm0001232"
353,"nm0001371"
353,"nm0951763"
353,"nm0902038"
353,"nm0000470"
353,"nm0234541"
353,"nm0012206"
353,"nm0369592"
353,"nm0405407"
353,"nm0835662"
353,"nm0515309"
353,"nm0780528"
353,"nm0000719"
353,"nm0091250"
551,"nm0692675"
551,"nm0818274"
551,"nm0174470"
551,"nm0113668"
551,"nm0001249"
551,"nm0411477"
551,"nm0770298"
551,"nm2751413"
551,"nm0001154"
551,"nm0674173"
701,"nm0949982"
701,"nm0005726"
701,"nm0001074"
701,"nm0001663"
701,"nm0001621"
701,"nm0167986"
701,"nm0001662"
701,"nm0000552"
701,"nm0039226"
701,"nm0918510"
701,"nm0286850"
701,"nm0000925"
701,"nm0920169"
701,"nm0384280"
701,"nm0800971"
701,"nm0045301"
701,"nm0839732"
701,"nm0000976"
701,"nm0677943"
701,"nm0912237"
701,"nm0266536"
701,"nm0128273"
804,"nm0400715"
804,"nm0315288"
804,"nm0608912"
804,"nm0001826"
830,"nm0480467"
830,"nm0331907"
830,"nm0001730"
830,"nm0913738"
830,"nm0521497"
830,"nm0484842"
830,"nm0547501"
830,"nm0006043"
830,"nm0912237"
830,"nm0000361"
830,"nm0090867"
830,"nm0000429"
5052,"nm0151463"
5052,"nm0746392"
5052,"nm0433922"
5052,"nm0142204"
5052,"nm0002044"
5052,"nm0205289"
5052,"nm0493339"
905,"nm0001201"
905,"nm0452635"
905,"nm0332069"
905,"nm8109205"
905,"nm0685556"
953,"nm0400542"
977,"nm0624102"
1097,"nm0290234"
1097,"nm0513812"
1097,"nm0035866"
1097,"nm0338528"
1097,"nm0272857"
1097,"nm0141677"
5142,"nm0299107"
1202,"nm0542970"
1202,"nm0001882"
1202,"nm0562807"
1202,"nm0910145"
1202,"nm0397574"
1202,"nm0859471"
1202,"nm0730053"
1202,"nm0005063"
1202,"nm0538683"
1625,"nm0001860"
1625,"nm0573299"
1625,"nm0316626"
1625,"nm0142047"
1625,"nm0001776"
1625,"nm0001638"
1625,"nm0542146"
1625,"nm0487011"
1625,"nm0529927"
1625,"nm0106513"
1625,"nm0059875"
1625,"nm0648381"
1625,"nm0809544"
1625,"nm0557650"
1625,"nm0430151"
1625,"nm0209581"
1625,"nm0428086"
1625,"nm0000374"
1625,"nm0000707"
1625,"nm0620756"
1625,"nm0000768"
1625,"nm0179927"
1625,"nm0001492"
1669,"nm0922756"
1669,"nm0902188"
5302,"nm0555309"
1812,"nm0343260"
5273,"nm0255573"
2017,"nm0026687"
2017,"nm0743418"
2017,"nm0036978"
2017,"nm0517366"
2017,"nm0272857"
2017,"nm0957263"
2017,"nm0536980"
2202,"nm0278228"
2202,"nm0052186"
2202,"nm0564589"
2202,"nm0588241"
2202,"nm0001102"
2202,"nm0386443"
2202,"nm0028647"
2202,"nm0002090"
2202,"nm0049470"
2202,"nm0877270"
2202,"nm0001013"
2206,"nm0092225"
2206,"nm0254590"
2602,"nm0441718"
2602,"nm0949521"
2602,"nm0779089"
2602,"nm0700869"
2602,"nm0404754"
2602,"nm0001009"
2602,"nm0948118"
2602,"nm0152054"
2602,"nm0438903"
2602,"nm0128956"
2602,"nm0702841"
5571,"nm0185583"
5571,"nm0001494"
5571,"nm0000814"
5571,"nm0540330"
5571,"nm0427692"
5571,"nm0001552"
5571,"nm0425944"
5571,"nm0184392"
5571,"nm0243331"
5571,"nm0294902"
5571,"nm0060248"
5571,"nm0236952"
5571,"nm0144256"
5571,"nm0218812"
5571,"nm0779467"
3511,"nm0248195"
3511,"nm0945881"
3511,"nm0619077"
3511,"nm0559444"
3511,"nm0793554"
3511,"nm0793585"
3511,"nm0396100"
3511,"nm0757058"
3511,"nm1566098"
3511,"nm0061799"
3511,"nm0437519"
3511,"nm0611212"
3511,"nm0218760"
3511,"nm0443509"
3511,"nm1248358"
3511,"nm1248357"
3511,"nm0361701"
3511,"nm0594488"
3511,"nm0757076"
3511,"nm1297907"
5582,"nm0579580"
5582,"nm0908178"
5582,"nm0003147"
5582,"nm0423646"
5582,"nm0336960"
5582,"nm0701298"
5582,"nm0164083"
5582,"nm0494861"
5582,"nm0732430"
5582,"nm0001832"
6748,"nm0490505"
5626,"nm0696481"
5626,"nm0346411"
5626,"nm0641599"
5626,"nm0372859"
5626,"nm0743590"
5626,"nm0086543"
5626,"nm0641397"
5626,"nm0006268"
5626,"nm0145309"
5626,"nm1008737"
5626,"nm0494815"
5626,"nm0422766"
3333,"nm0957263"
3333,"nm0214215"
3333,"nm0517366"
3333,"nm0082893"
3333,"nm0582465"
3333,"nm0272857"
3333,"nm0024948"
3333,"nm0928902"
3333,"nm0506062"
3389,"nm0775600"
3389,"nm0350011"
3389,"nm0135117"
3389,"nm0407463"
3389,"nm0745123"
3389,"nm0570439"
5782,"nm0697014"
5782,"nm0055811"
5782,"nm0168394"
5793,"nm0100080"
5793,"nm0278201"
5793,"nm0089805"
5793,"nm0333908"
5793,"nm0046478"
5793,"nm0000979"
5793,"nm0000602"
3552,"nm0449956"
3552,"nm0616141"
3552,"nm0248054"
3552,"nm0838671"
3649,"nm0283311"
3649,"nm0575804"
3649,"nm0266949"
3649,"nm0714805"
3649,"nm0799495"
3649,"nm0089141"
3649,"nm0001466"
3649,"nm0622129"
3649,"nm0109175"
3649,"nm0824934"
3649,"nm0001527"
3649,"nm0033490"
3649,"nm0144667"
3770,"nm0346395"
3770,"nm0005810"
3770,"nm0902697"
3770,"nm0699493"
3770,"nm0232924"
3770,"nm0001777"
3770,"nm0176839"
3770,"nm0000694"
3770,"nm0797325"
3770,"nm0167467"
3770,"nm0202367"
165,"nm0289038"
165,"nm0006762"
165,"nm0102646"
165,"nm0934014"
165,"nm0278615"
165,"nm0329545"
3828,"nm0061295"
3828,"nm0816565"
3828,"nm0630453"
3828,"nm0172826"
3828,"nm0292338"
3828,"nm0000783"
5884,"nm0437616"
5884,"nm0223738"
5884,"nm0124117"
3861,"nm0000914"
3861,"nm0001080"
5900,"nm0665932"
2391,"nm3904136"
4100,"nm0452450"
4100,"nm0005810"
4100,"nm0952685"
4100,"nm0565292"
4100,"nm0278223"
4100,"nm0910145"
4100,"nm0724784"
4100,"nm0647910"
4100,"nm0000848"
4100,"nm0120745"
4100,"nm0898962"
4100,"nm0161206"
4100,"nm0844055"
4100,"nm0306755"
4100,"nm0400312"
4100,"nm0480843"
4100,"nm0892455"
4100,"nm0230768"
4100,"nm0905237"
4100,"nm0725166"
4100,"nm0001765"
4100,"nm0479757"
4100,"nm0007182"
4100,"nm0615556"
4100,"nm0488644"
4100,"nm0055794"
4100,"nm0289051"
4100,"nm0692675"
4124,"nm1008737"
4124,"nm0000381"
4124,"nm0144119"
4124,"nm0779467"
4124,"nm0124079"
4124,"nm0951599"
4124,"nm0569337"
4124,"nm0865058"
4124,"nm0386676"
4124,"nm0437596"
4124,"nm0937387"
4124,"nm0143378"
4124,"nm0051096"
4124,"nm0854185"
4124,"nm0119542"
4124,"nm0058371"
4124,"nm0001019"
4124,"nm0599824"
4124,"nm0006873"
4124,"nm0316455"
4124,"nm0001534"
4124,"nm0035664"
3472,"nm0008882"
3472,"nm0956022"
3472,"nm0753673"
3472,"nm0207732"
3472,"nm0767005"
4194,"nm0645327"
4194,"nm0699885"
4194,"nm0808188"
4194,"nm0635649"
4194,"nm0002795"
4194,"nm0131333"
4194,"nm0858736"
4194,"nm0607359"
4194,"nm0667223"
4194,"nm0000140"
4194,"nm0366490"
4194,"nm0603218"
4194,"nm0774528"
4194,"nm0626460"
4194,"nm0065381"
4194,"nm0000678"
4194,"nm0925500"
4372,"nm0354525"
4372,"nm0667991"
4372,"nm0584653"
4372,"nm0523886"
4372,"nm0815366"
4372,"nm0835423"
4372,"nm0824978"
4372,"nm0821673"
4372,"nm0367308"
4372,"nm0525555"
4372,"nm0532702"
4372,"nm0307590"
4372,"nm0687273"
4372,"nm0585239"
4372,"nm0758965"
4372,"nm0525557"
4451,"nm0934042"
4451,"nm0096521"
4451,"nm2364689"
4451,"nm0128858"
4451,"nm0055304"
4451,"nm0098559"
4451,"nm0783398"
4451,"nm0626270"
4451,"nm0566525"
4451,"nm0675371"
4451,"nm0494815"
4451,"nm0001643"
4451,"nm0382652"
4451,"nm0154412"
4451,"nm0714850"
4479,"nm0000415"
4479,"nm0913149"
4479,"nm0233209"
4479,"nm0001706"
4479,"nm0181149"
4479,"nm0776739"
4479,"nm0083345"
4479,"nm0606584"
4479,"nm0028647"
4479,"nm0176946"
4479,"nm0337906"
4479,"nm0048273"
4479,"nm0849232"
4479,"nm0000208"
4479,"nm0913797"
4479,"nm0126128"
4479,"nm0377888"
4479,"nm0323344"
4479,"nm0006730"
190,"nm0738415"
190,"nm0727104"
190,"nm0513731"
190,"nm0298191"
190,"nm0379761"
190,"nm0934254"
190,"nm0128360"
4564,"nm0839713"
4564,"nm0300943"
4564,"nm0683640"
4564,"nm0484307"
4564,"nm0484305"
4564,"nm2234274"
4619,"nm0225112"
4619,"nm0295171"
4619,"nm0606593"
4619,"nm0004976"
4619,"nm0791598"
4619,"nm0541632"
4619,"nm0000435"
4619,"nm0032403"
4619,"nm0795711"
4619,"nm0002626"
4619,"nm0338922"
4619,"nm0329060"
4619,"nm0304665"
4653,"nm0501697"
4653,"nm0180891"
4653,"nm0488662"
4653,"nm0059205"
4653,"nm0926298"
4653,"nm0587863"
4653,"nm0074434"
4653,"nm0193495"
4653,"nm0000752"
4653,"nm0000638"
4653,"nm0859510"
4653,"nm0000559"
4653,"nm0125190"
4653,"nm0797725"
4653,"nm0393666"
4653,"nm0071790"
4653,"nm0421691"
4653,"nm0006276"
4653,"nm0795628"
4653,"nm0621367"
4653,"nm0001786"
4653,"nm0606862"
4669,"nm0679606"
4669,"nm0745236"
4669,"nm0243331"
4669,"nm0925500"
4669,"nm0052108"
4669,"nm0262595"
4669,"nm0006052"
4669,"nm0088781"
4669,"nm0795707"
4669,"nm0920169"
4669,"nm0130100"
4669,"nm0317279"
4669,"nm0000261"
4669,"nm0005805"
4669,"nm0001395"
4669,"nm0000313"
4669,"nm0518561"
4669,"nm0204897"
4669,"nm0250415"
4669,"nm0002668"
4703,"nm0392417"
4703,"nm0918569"
4703,"nm0768796"
4713,"nm0849157"
4713,"nm0527099"
4713,"nm0000464"
4713,"nm0250346"
4713,"nm0674498"
4713,"nm0238138"
4713,"nm0091369"
4713,"nm0518755"
4713,"nm0823144"
4713,"nm0869026"
4713,"nm0118302"
4713,"nm0418771"
4713,"nm0050264"
4713,"nm0741948"
4713,"nm0708440"
4723,"nm0001353"
4723,"nm0493311"
4723,"nm0728127"
4723,"nm0888154"
4723,"nm0001496"
4769,"nm0397648"
4769,"nm0000644"
4769,"nm0152927"
4769,"nm0177228"
4769,"nm0225549"
4769,"nm0853808"
4769,"nm0177466"
4769,"nm0882853"
4769,"nm0911844"
4769,"nm0844358"
4769,"nm0000952"
4769,"nm0643973"
6141,"nm0402165"
6141,"nm0611127"
6141,"nm0588241"
6141,"nm0091286"
6141,"nm0568978"
6141,"nm0000216"
6141,"nm0936537"
6141,"nm0684442"
6141,"nm0001685"
6141,"nm0934902"
6141,"nm0000157"
6141,"nm0859921"
6141,"nm0000299"
6141,"nm0006075"
6141,"nm0272471"
6141,"nm0609477"
6141,"nm0005036"
6141,"nm0568976"
6141,"nm0288056"
6141,"nm0770974"
6141,"nm0173372"
6141,"nm0330524"
6141,"nm0004229"
6141,"nm0182551"
6141,"nm0935644"
6331,"nm0001495"
6331,"nm0356098"
6331,"nm0001302"
6331,"nm0810545"
6331,"nm0663198"
6331,"nm0003464"
6331,"nm0001661"
6331,"nm0733427"
6331,"nm0571106"
6331,"nm0834571"
6331,"nm0376676"
6331,"nm0079879"
6331,"nm6662796"
6331,"nm0231551"
6331,"nm0614420"
6331,"nm0104843"
6331,"nm0427654"
6331,"nm0787238"
6367,"nm0065172"
6367,"nm0724737"
6367,"nm0876227"
6417,"nm0340795"
6417,"nm0001284"
6417,"nm0593165"
6417,"nm0447305"
6417,"nm0165049"
6417,"nm0005666"
6417,"nm0001878"
6417,"nm0141697"
6417,"nm0420601"
6417,"nm0898369"
6417,"nm0928860"
6417,"nm0521136"
6417,"nm0000720"
6417,"nm0001725"
6417,"nm0958387"
6417,"nm0458378"
6417,"nm0562602"
6430,"nm0279446"
6430,"nm0289298"
5798,"nm0631649"
5798,"nm0000583"
5798,"nm0699596"
5798,"nm0308110"
5798,"nm0371175"
5798,"nm0769672"
5798,"nm0177530"
5798,"nm0318185"
5798,"nm0450164"
5798,"nm0256779"
5798,"nm0000660"
5798,"nm0384718"
5798,"nm0917801"
5798,"nm0646768"
5798,"nm0000441"
5798,"nm0006041"
5798,"nm0746989"
5798,"nm0353506"
5798,"nm0782712"
5798,"nm0917833"
5798,"nm0312083"
5798,"nm0954250"
6732,"nm0390545"
6732,"nm0286579"
6732,"nm0553591"
6732,"nm0396159"
6732,"nm0386730"
262,"nm0591387"
262,"nm0803157"
262,"nm0000400"
262,"nm0732364"
262,"nm0512668"
262,"nm0477158"
262,"nm0771834"
262,"nm0173225"
262,"nm0154642"
262,"nm0270948"
262,"nm0006825"
262,"nm0171348"
262,"nm0000275"
262,"nm0609231"
262,"nm0089244"
262,"nm0001162"
262,"nm0510595"
262,"nm0426113"
555,"nm0507271"
555,"nm0920148"
555,"nm2325211"
555,"nm0108315"
555,"nm0266377"
555,"nm0662240"
555,"nm0000709"
555,"nm0004637"
555,"nm0002668"
555,"nm0001855"
555,"nm0000150"
555,"nm0225191"
555,"nm0667223"
555,"nm0000502"
555,"nm0564589"
555,"nm0359000"
555,"nm0818274"
555,"nm0272067"
555,"nm0772831"
555,"nm0337566"
555,"nm0169454"
555,"nm0797150"
555,"nm0134635"
555,"nm0270670"
555,"nm0852677"
555,"nm0017491"
555,"nm0301826"
555,"nm0000670"
555,"nm0566013"
5027,"nm0402563"
5027,"nm0949954"
5027,"nm0401362"
5027,"nm0018583"
5027,"nm0420679"
5027,"nm0284496"
5027,"nm0414157"
5027,"nm0506043"
5027,"nm0723679"
5027,"nm0580783"
5027,"nm0125956"
5027,"nm0354940"
5027,"nm0792262"
5027,"nm0723704"
5027,"nm0054344"
5027,"nm0075859"
5027,"nm0629216"
5027,"nm0672798"
5027,"nm0463060"
872,"nm0571650"
872,"nm0007183"
872,"nm0002114"
872,"nm0891092"
872,"nm0178318"
872,"nm0001779"
872,"nm0001340"
872,"nm0640299"
872,"nm0697799"
872,"nm0000416"
872,"nm0144025"
872,"nm0236405"
872,"nm0000453"
872,"nm0421829"
872,"nm0482961"
872,"nm0308841"
872,"nm0004355"
5069,"nm0438127"
5069,"nm0000555"
5069,"nm0000639"
5069,"nm0006730"
5069,"nm0160053"
5069,"nm0212939"
5069,"nm0120799"
5069,"nm0000455"
5069,"nm0326332"
5069,"nm0186929"
5069,"nm0000208"
5069,"nm0849232"
5069,"nm0322339"
5099,"nm0783676"
5099,"nm0861898"
5099,"nm0262541"
5099,"nm1075310"
5099,"nm0085461"
5099,"nm0114265"
5099,"nm0021993"
5099,"nm0220429"
109,"nm0101794"
109,"nm0257590"
109,"nm0200600"
109,"nm0276363"
109,"nm0287627"
109,"nm0552261"
109,"nm0121156"
109,"nm0088324"
109,"nm0096608"
109,"nm0122993"
109,"nm1378431"
109,"nm0456788"
1162,"nm0058593"
1162,"nm0345542"
1162,"nm0376347"
1162,"nm0611898"
1162,"nm0571106"
1162,"nm0131974"
1162,"nm0469552"
1162,"nm0000690"
1162,"nm0284390"
1162,"nm0005755"
1162,"nm2535263"
1162,"nm0107852"
1162,"nm0606657"
1162,"nm0000347"
1162,"nm0107281"
1162,"nm0001404"
1162,"nm0898962"
1162,"nm0528718"
1162,"nm0516039"
5134,"nm0000155"
5134,"nm0700072"
5134,"nm0907504"
5134,"nm0001856"
5134,"nm0134253"
5134,"nm0005679"
5134,"nm0124333"
5134,"nm0001044"
5134,"nm0001923"
5134,"nm0412374"
5134,"nm0596520"
5134,"nm0728951"
5134,"nm0005065"
5134,"nm0583675"
5134,"nm0128360"
5134,"nm0064277"
5134,"nm0220984"
5134,"nm0413448"
5134,"nm0854644"
5134,"nm0063973"
1302,"nm1521062"
1302,"nm0024388"
1302,"nm0512921"
1302,"nm0646768"
1302,"nm0928860"
1302,"nm0907923"
1302,"nm0179927"
1354,"nm0508858"
1354,"nm0397603"
1354,"nm0026533"
1354,"nm0018777"
1354,"nm0331193"
1354,"nm0683334"
1354,"nm0550131"
1354,"nm0025355"
1354,"nm0175826"
1354,"nm0136440"
1354,"nm0458271"
1354,"nm0226743"
1400,"nm0706298"
1400,"nm0110234"
1400,"nm0928411"
1437,"nm0782384"
1437,"nm0054713"
1437,"nm0106254"
1437,"nm0005174"
1437,"nm0000187"
1437,"nm0683579"
1437,"nm0305729"
1437,"nm0679017"
1437,"nm0505764"
1437,"nm0582418"
1437,"nm0000275"
1437,"nm0089685"
1437,"nm0714871"
1437,"nm0762590"
1437,"nm0942833"
1711,"nm0408196"
1711,"nm0295375"
1711,"nm0544618"
1711,"nm0061978"
1711,"nm0954250"
1711,"nm0624639"
1711,"nm0631649"
1711,"nm0642890"
1711,"nm0519530"
1711,"nm0001283"
1711,"nm0546172"
1711,"nm0732436"
1711,"nm0584429"
1711,"nm0450130"
1711,"nm0000583"
1711,"nm0451689"
1782,"nm0777709"
1782,"nm0000584"
1782,"nm0525591"
1782,"nm0093587"
1782,"nm0646087"
1782,"nm0280045"
1797,"nm0927483"
1797,"nm0576312"
1797,"nm0650207"
1797,"nm0311774"
1797,"nm0281411"
1797,"nm0269689"
1917,"nm0000921"
1917,"nm0001841"
1917,"nm0340112"
1917,"nm0823462"
1917,"nm0499009"
1917,"nm0508844"
1917,"nm0923984"
1917,"nm0595141"
1917,"nm0567780"
1917,"nm0409666"
1917,"nm0235209"
1917,"nm0006916"
2016,"nm0455687"
2016,"nm0820660"
2016,"nm0105350"
2016,"nm0398206"
2016,"nm0169308"
2016,"nm0221255"
2016,"nm0791803"
2016,"nm0005945"
2016,"nm0060822"
2016,"nm0457725"
2016,"nm0174193"
2016,"nm0826164"
2016,"nm0228884"
2016,"nm0057450"
2016,"nm0692675"
2016,"nm0192017"
2024,"nm0535391"
2024,"nm0276127"
2024,"nm0214039"
2024,"nm0415448"
2024,"nm0276169"
2024,"nm0823206"
2024,"nm0706619"
2024,"nm0535392"
2024,"nm0079879"
2024,"nm0313267"
2024,"nm0113000"
2024,"nm0000294"
2024,"nm0262543"
2024,"nm0001522"
2024,"nm0767352"
5401,"nm0702841"
5401,"nm0907929"
5401,"nm0005703"
5401,"nm0000276"
5401,"nm0000397"
5401,"nm0001649"
5401,"nm0743418"
5401,"nm0000588"
5401,"nm0560596"
5401,"nm0001108"
5401,"nm0338061"
5401,"nm0011052"
5401,"nm0572622"
5401,"nm0169480"
5401,"nm0870729"
5401,"nm0876166"
2648,"nm0957263"
2648,"nm0138483"
2648,"nm0001569"
2648,"nm0787621"
2648,"nm0928902"
2648,"nm0116145"
2648,"nm0698697"
2648,"nm0657070"
2648,"nm0136897"
2699,"nm0042359"
2699,"nm0130085"
2699,"nm0562318"
2699,"nm0950165"
2699,"nm0549658"
2699,"nm0358432"
2699,"nm0173268"
5565,"nm0563190"
5565,"nm0666237"
5565,"nm0283754"
5565,"nm0003920"
5565,"nm0536046"
5565,"nm0006129"
5565,"nm0092422"
5565,"nm0299123"
5565,"nm0931641"
5565,"nm0205958"
5565,"nm0446261"
5565,"nm0461096"
5565,"nm0853546"
5565,"nm0251970"
5565,"nm0742797"
5565,"nm0388278"
5565,"nm0100650"
5565,"nm0625684"
5565,"nm0469999"
5565,"nm0858736"
5565,"nm0789955"
3898,"nm0490509"
3898,"nm0155179"
3898,"nm0876603"
3898,"nm0867242"
3898,"nm0482647"
3898,"nm0158605"
3898,"nm0482697"
3898,"nm0628756"
3898,"nm0436337"
3898,"nm0849282"
3898,"nm0159201"
3898,"nm0156601"
3898,"nm0499995"
3898,"nm0000329"
3898,"nm0510857"
3898,"nm3996942"
3898,"nm0387337"
3898,"nm0060311"
2787,"nm0604514"
2787,"nm0674959"
2787,"nm0561734"
2787,"nm0571253"
2787,"nm1406575"
2787,"nm0314081"
2787,"nm0419852"
2787,"nm1409033"
2787,"nm0801989"
2855,"nm0119501"
2855,"nm0458161"
2855,"nm0780766"
2855,"nm0941000"
2855,"nm0703615"
2870,"nm0918844"
2870,"nm0700194"
2870,"nm0845163"
2870,"nm0775055"
2870,"nm0019570"
2870,"nm1803995"
2870,"nm0000471"
2870,"nm0084349"
2870,"nm0626389"
2870,"nm0000968"
2923,"nm0939795"
2923,"nm0404455"
2923,"nm0542539"
2923,"nm0694010"
2923,"nm0001149"
2923,"nm0785360"
2923,"nm0281311"
2923,"nm0307752"
2923,"nm0076748"
2923,"nm0571674"
2923,"nm0451689"
2923,"nm0622129"
2923,"nm0859241"
2923,"nm0824936"
5609,"nm0697650"
5609,"nm0639671"
5609,"nm0247822"
5609,"nm0407463"
5609,"nm0776317"
5609,"nm0893207"
5609,"nm0846818"
5609,"nm0889152"
5609,"nm0141114"
5609,"nm0002226"
5609,"nm0600490"
2949,"nm1213228"
2949,"nm0670262"
5641,"nm0810379"
5641,"nm0360231"
5641,"nm0875613"
5641,"nm0103071"
5641,"nm0000644"
5641,"nm0311774"
5641,"nm0280045"
3011,"nm0278752"
3011,"nm0666933"
3011,"nm0933214"
3011,"nm0142204"
3011,"nm0324875"
3011,"nm0387614"
3011,"nm0706883"
3011,"nm0298427"
3011,"nm0606368"
3011,"nm0337067"
3011,"nm0401727"
3011,"nm0331788"
3011,"nm0461096"
3011,"nm0415979"
3011,"nm0356268"
3011,"nm0050437"
3011,"nm0344023"
3011,"nm0322946"
3011,"nm0941335"
3011,"nm0004375"
3011,"nm0386786"
3011,"nm0277975"
3011,"nm0000528"
3011,"nm0001361"
3011,"nm0821967"
3011,"nm0817484"
3139,"nm0344188"
3139,"nm0644695"
3139,"nm0195451"
3139,"nm0371249"
3139,"nm0861930"
3139,"nm0877913"
3139,"nm0057056"
3139,"nm0744441"
3139,"nm0168284"
3139,"nm0086180"
3139,"nm0489261"
3139,"nm0817120"
3139,"nm0026353"
5725,"nm0236769"
5725,"nm0109620"
5725,"nm0350739"
5725,"nm0236819"
3286,"nm1842654"
3286,"nm0422738"
3286,"nm0939507"
3286,"nm0780882"
3286,"nm0526605"
3286,"nm0144694"
3286,"nm0138369"
3286,"nm0148544"
3286,"nm0478387"
3334,"nm0182113"
3505,"nm0217260"
3505,"nm0799841"
3505,"nm0809321"
3505,"nm0458228"
3505,"nm0288913"
3505,"nm0844055"
3505,"nm0384162"
3505,"nm0447613"
3505,"nm0515128"
3505,"nm0259506"
3505,"nm0153055"
3505,"nm0448337"
3583,"nm8177996"
3583,"nm0571893"
3583,"nm0319654"
3583,"nm1015087"
3583,"nm0414979"
3583,"nm0688393"
3583,"nm0265361"
3583,"nm0513448"
3583,"nm0797952"
3583,"nm8012207"
3583,"nm0048975"
3648,"nm0369492"
3648,"nm0385653"
3648,"nm0011052"
3648,"nm0898001"
3648,"nm0116783"
3648,"nm0001381"
3648,"nm1890222"
3648,"nm0480127"
3648,"nm0574464"
3648,"nm0458956"
3648,"nm0001476"
3648,"nm0465789"
3648,"nm0050710"
3712,"nm0001970"
3712,"nm0862189"
3712,"nm0001628"
3712,"nm0420601"
3712,"nm1429643"
3712,"nm0857730"
3712,"nm0447499"
3712,"nm0826114"
3712,"nm0342242"
3712,"nm0227598"
3712,"nm0165961"
3712,"nm0434922"
3712,"nm0914239"
3712,"nm0525104"
3712,"nm0455945"
3712,"nm0000658"
3712,"nm0564857"
3712,"nm0100942"
3712,"nm0457655"
3712,"nm0826119"
3712,"nm0380670"
3712,"nm0669312"
3712,"nm0000290"
3712,"nm0358180"
3739,"nm0605363"
3739,"nm0125060"
3739,"nm0811202"
3739,"nm0751245"
3739,"nm0001607"
3739,"nm0570793"
3739,"nm0001423"
3739,"nm0795461"
3739,"nm0569789"
3795,"nm0392625"
3795,"nm0009272"
3795,"nm0005414"
3795,"nm0758405"
3795,"nm0197354"
3795,"nm0113000"
3795,"nm0113668"
3795,"nm0210915"
3795,"nm0948361"
3795,"nm0375472"
3795,"nm0484842"
3795,"nm0000607"
3795,"nm0811435"
3795,"nm0849048"
3795,"nm0005308"
3795,"nm0786860"
3795,"nm0889962"
3795,"nm0552125"
3795,"nm0648381"
3893,"nm0346756"
3893,"nm0455886"
3893,"nm0709034"
3893,"nm0582586"
3893,"nm0381606"
3893,"nm0480467"
3893,"nm0943828"
3893,"nm0443730"
3893,"nm0333701"
3950,"nm0639910"
3950,"nm0781896"
3950,"nm0563895"
3952,"nm0270454"
3952,"nm0689269"
3952,"nm0327874"
3952,"nm0724673"
3952,"nm0329920"
3952,"nm0174410"
3952,"nm0286048"
3952,"nm0382676"
3952,"nm0618622"
3952,"nm0270458"
3952,"nm0001379"
3952,"nm0730027"
3952,"nm3901910"
5942,"nm0452635"
5942,"nm0129807"
5942,"nm0588464"
5942,"nm0055811"
5942,"nm0500206"
5942,"nm0943451"
5942,"nm0001201"
5942,"nm0358739"
5942,"nm0875951"
5942,"nm0582778"
5942,"nm0958843"
5942,"nm0268530"
5942,"nm0901952"
5942,"nm0343017"
5942,"nm0750658"
5942,"nm0001099"
5951,"nm0153064"
5951,"nm0365532"
5951,"nm0683578"
5951,"nm0285721"
5951,"nm0614276"
5951,"nm0908525"
5951,"nm0721691"
5951,"nm0809572"
5951,"nm0492649"
5951,"nm0746147"
5951,"nm0245493"
5951,"nm0046326"
5951,"nm0282084"
5951,"nm0405027"
5951,"nm0058754"
5951,"nm0395579"
4022,"nm0949982"
4022,"nm0184392"
4022,"nm0315616"
4022,"nm0330937"
4022,"nm0939542"
4022,"nm0270809"
4022,"nm0418883"
4022,"nm0415445"
4022,"nm0821734"
4022,"nm0497086"
4022,"nm0621008"
4022,"nm0606251"
4022,"nm0181902"
4022,"nm0003231"
4028,"nm0853392"
4028,"nm0406836"
4028,"nm0619938"
4028,"nm0855417"
4028,"nm0676201"
4028,"nm0950784"
4028,"nm1334850"
4028,"nm0441975"
4028,"nm0361683"
4028,"nm0006316"
4028,"nm0620014"
4028,"nm0837509"
4028,"nm0797889"
4028,"nm0756912"
4028,"nm0753480"
4028,"nm0613502"
4028,"nm0644823"
4028,"nm0879921"
4028,"nm0441366"
4028,"nm0628704"
4028,"nm0613499"
4028,"nm0407030"
4028,"nm7014801"
4028,"nm0393094"
4028,"nm0594523"
4028,"nm0000041"
4041,"nm0635920"
4041,"nm0301834"
4041,"nm0930787"
4041,"nm0055369"
4041,"nm0085290"
4041,"nm0007940"
4041,"nm0760203"
4041,"nm0051659"
4041,"nm0186225"
4041,"nm0682849"
4041,"nm0001062"
4041,"nm0002340"
4041,"nm0522454"
4041,"nm0013972"
4041,"nm0330069"
4041,"nm0660016"
4041,"nm0448827"
4046,"nm0004838"
4046,"nm0662922"
4046,"nm0842476"
4046,"nm0011937"
4046,"nm0316080"
4046,"nm0286033"
4046,"nm0491590"
4046,"nm0201089"
4046,"nm0868242"
4046,"nm0197883"
4046,"nm0417709"
4046,"nm0340973"
4046,"nm0484842"
4046,"nm0043686"
4046,"nm0001534"
4046,"nm0751658"
4046,"nm0296892"
4046,"nm0411477"
4046,"nm0795705"
4046,"nm0040472"
4092,"nm0182113"
4092,"nm0228970"
4092,"nm0568672"
4092,"nm0001297"
4092,"nm0818539"
4092,"nm0614775"
4092,"nm0578183"
4092,"nm0278294"
4092,"nm0168642"
4092,"nm0764592"
4092,"nm0696430"
4092,"nm0811562"
4120,"nm0117350"
4120,"nm0932116"
4120,"nm0000875"
4120,"nm0839186"
4120,"nm0550577"
4120,"nm0092422"
